ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,TRUE_VAL
381780010,RS,10,111,111,107,1017,Average,Above Average,9,0.7,Ranch 1 Story,1,Frame Vinyl,1200,3,2.75,1120,896,224,1,440,0,187476,200607,187476,200607,RS,2320,1,0,1,0,0.8,1,26,243700
381780011,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,1,Frame Vinyl,1524,3,2.5,920,920,0,1,441,0,200517,218345,200517,218345,RS,2444,1,0,1,1,1,0,26,230500
381780013,RS,10,111,111,107,1017,Average,Above Average,9,0.6,Ranch 1 Story,1,Frame Vinyl,1096,3,1.75,990,990,0,1,462,0,174180,186402,174180,186402,RS,2086,1,0,1,1,1,1,26,220200
381780015,RS,10,111,111,107,1017,Average,Average,9,0,Split Level,1,Frame Vinyl,1840,4,3,576,0,576,1,484,0,197185,214745,197185,214745,RS,2416,1,0,1,0,0,0,27,248600
382110003,RS,10,111,111,107,1017,Average,Average,9,0,Ranch 1 Story,1,Frame Masonry Veneer,1402,1,2.75,1364,1364,0,1,1184,0,244076,265300,244076,265300,RS,2766,1,0,1,1,1,0,26,237100
382800011,RS,10,111,111,105,1007,Average,Average,7,0,2 Story,2,Frame Stucco,2494,4,2.5,1379,1379,0,1,768,0,297177,316465,297177,316465,RS,3932,1,0,1,1,1,0,22,347600
382800022,RS,10,111,111,105,1007,Average,Average,6,0,2 Story,2,Frame Stucco,1894,4,3.5,940,893,47,1,724,0,244579,257746,244579,257746,RS,3045,1,0,1,0,0.95,0,20,295646
382800036,RS,10,111,111,105,1007,Average,Average,6,0.2,Ranch 1 Story,1,Frame Stucco,1688,3,2,1654,0,1654,1,781,0,227750,240053,227750,240053,RS,3342,1,0,1,0,0,1,21,225200
382800038,RS,10,111,111,105,1007,Above Average,Average,6,0,2 Story,2,Frame Stucco,2730,4,3.5,1386,1331,55,2,891,0,380847,401207,380847,401207,RS,4298,1,0,1,0,0.9603174603174603,0,21,372700
383470101,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Vinyl,3206,3,4.25,1743,1743,0,1,665,0,495850,506173,495850,506173,RS,4949,1,0,1,1,1,0,15,442400
383470114,RS,10,111,111,102,1002,Above Average,Average,1.4217989777517714,0,2 Story,0,Frame Hardboard,3726,4,3.5,1904,1904,0,1,1108,0,561243,578601,561243,578601,RS,5630,1,0,1,1,1,0,6,714000
383470115,RS,10,111,111,102,1002,Above Average,Average,3.8707666465208748,0,2 Story,2,Frame Hardboard,3112,4,3.5,1458,1458,0,1,808,0,410135,418505,410135,418505,RS,4623,1,0,1,1,1,0,4,451100
383470126,RS,10,111,111,102,1002,Above Average,Average,1,0,Ranch 1 Story,1,Frame Stucco,1965,3,3.5,1929,690,1239,1,801,0,368528,372250,368528,372250,RS,3980,1,0,1,0,0.35769828926905134,0,11,347700
383470129,RS,10,111,111,102,1002,Above Average,Average,2,0.1,2 Story,2,Frame Siding,4705,6,4.25,3011,752,2259,1,794,0,638561,651593,638561,651593,RS,7500,1,0,1,0,0.2497509133178346,1,13,519500
383470136,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,4059,5,3.5,2250,2250,0,1,609,420,566409,580309,566409,580309,RS,5498,1,1,1,1,1,0,15,497500
383470151,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,2861,6,4.25,1691,254,1437,1,841,0,372686,380476,372686,380476,RS,4552,1,0,1,0,0.15020697811945594,0,14,368500
383470152,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,3234,5,5.5,1842,1598,244,1,906,0,524229,535111,524229,535111,RS,5733,1,0,1,0,0.8675352877307275,0,14,527400
383470157,RS,10,111,111,102,1002,Above Average,Average,-9.809736880118486,0,Ranch 1 Story,0,Frame Stucco,1713,3,2,1713,428,1285,1,724,0,297345,316325,297345,316325,RS,3426,1,0,1,0,0.24985405720957385,0,9,360500
383470171,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,2958,4,4.25,1549,775,774,1,850,0,450509,459907,450509,459907,RS,4502,1,0,1,0,0.500322788896062,0,15,402700
383470196,RS,10,111,111,102,1002,Above Average,Average,7.882011994462211,0,2 Story,0,Frame Stucco,3847,4,5.5,2213,1430,783,1,1063,0,639705,646167,639705,646167,RS,6220,1,0,1,0,0.6461816538635337,0,3,980300
383660217,RS,10,111,111,102,1002,Above Average,Average,1,0,Ranch 1 Story,1.5,Frame Stucco,2108,4,3.75,1436,1364,72,1,926,0,415517,419714,415517,419714,RS,3544,1,0,1,0,0.9498607242339833,0,11,422600
383660218,RS,10,111,111,102,1002,Above Average,Average,3,0,1½ Story Fin,1.5,Frame Stucco,3067,4,6.75,2279,1822,457,1,966,0,525436,536343,525436,536343,RS,5118,1,0,1,0,0.7994734532689777,0,14,473600
383660240,RS,10,111,111,102,1002,Above Average,Average,23.245378972148043,0,2 Story,2,Frame Siding,2571,4,3.5,1284,1284,0,1,880,0,412560,434274,412560,434274,RS,4127,1,0,1,1,1,0,8,495900
383660241,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,3307,4,4.75,2265,0,2265,1,980,0,467371,477113,467371,477113,RS,5586,1,0,1,0,0,0,15,348430
383660254,RS,10,111,111,102,1002,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Aluminum,2844,5,5.5,2853,1600,1253,1,921,0,523577,534446,523577,534446,RS,5220,1,0,1,0,0.5608131791097091,0,14,501600
383660259,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,2940,4,5,1266,1266,0,1,908,0,466685,476393,466685,476393,RS,4257,1,0,1,1,1,0,14,483600
383660264,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Vinyl,3157,3,2.5,1783,0,1783,1,600,0,367883,375595,367883,375595,RS,4934,1,0,1,0,0,0,15,468000
383660272,RS,10,111,111,102,1002,Above Average,Average,2,0,2 Story,2,Frame Stucco,3307,4,5.5,1836,1744,92,1,1000,0,536554,547667,536554,547667,RS,5216,1,0,1,0,0.9498910675381264,0,13,565600
383660277,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,2797,5,5.5,2586,2586,0,1,1038,0,546924,558086,546924,558086,RS,5280,1,0,1,1,1,0,15,512700
383660280,RS,10,111,111,102,1002,Above Average,Average,3,0,2 Story,2,Frame Stucco,2691,5,5.5,1802,1802,0,1,708,0,475634,485545,475634,485545,RS,4585,1,0,1,1,1,0,15,380500
383660286,RS,10,111,111,102,1002,Above Average,Average,3,0,Ranch 1 Story,1.5,Frame Stucco,2790,5,5.5,2156,2018,138,2,1116,0,536250,547194,536250,547194,RS,4998,1,0,1,0,0.9359925788497218,0,15,502200
383670001,RS,10,111,111,105,1007,Above Average,Average,3,0,2 Story,2,Frame Stucco,3461,4,4.75,1747,1660,87,1,805,0,490593,500809,490593,500809,RS,5208,1,0,1,0,0.9502003434459073,0,15,458100
383680001,RS,10,111,111,102,1002,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1810,3,4.25,2029,2029,0,2,750,0,422734,431545,422734,431545,RS,3839,1,0,1,1,1,0,14,368900
383720003,RS,10,111,111,105,1007,Above Average,Average,3.4335514567826335,0,2 Story,0,Frame Stucco,3488,5,3.5,3119,3119,0,2,800,0,584852,609221,584852,609221,RS,6884,1,0,1,1,1,0,7,841300
383720009,RS,10,111,111,105,1007,Average,Average,-10.36442786318997,0,Ranch 1 Story,0,Frame Stucco,2092,3,3.25,2136,2136,0,1,905,0,328007,338152,328007,338152,RS,4228,1,0,1,1,1,0,6,429955
383720012,RS,10,111,111,105,1007,Above Average,Average,2,0,2 Story,2,Frame Stucco,3408,4,2.5,1985,0,1985,1,792,0,399928,408090,399928,408090,RS,4975,1,0,1,0,0,0,13,406600
383720047,RS,10,111,111,105,1007,Above Average,Average,3,0,2 Story,2,Frame Stucco,2728,4,3.5,1479,1375,104,1,733,0,391429,399601,391429,399601,RS,4207,1,0,1,0,0.9296822177146721,0,14,338800
383720063,RS,10,111,111,105,1007,Above Average,Average,5.406426146140138,0,2 Story,2,Frame Stucco,3395,4,3.5,1752,88,1664,1,951,0,389045,409521,389045,409521,RS,5148,1,0,1,0,0.0502283105022831,0,8,390000
384040002,RS,10,111,111,113,1032,Above Average,Average,1,0,Ranch 1 Story,1,Frame Stucco,1574,3,2,1558,1101,457,1,724,0,300760,303939,300760,303939,RS,3132,1,0,1,0,0.7066752246469833,0,11,304850
384490209,RS,10,111,111,105,1007,Average,Average,-7.444127132450488,0,1½ Story Fin,0,Frame Stucco,2116,4,4,1557,466,1091,1,762,0,264844,270249,264844,270249,RS,3673,1,0,1,0,0.29929351316634556,0,4,322500
384490209,RS,10,111,111,105,1007,Average,Average,1.4561679275516586,0,1½ Story Fin,0,Frame Stucco,2116,4,4,1557,466,1091,1,762,0,264844,270249,264844,270249,RS,3589,1,0,1,0,0.29929351316634556,0,4,391405
384490222,RS,10,111,111,105,1007,Average,Average,10.060379534296304,0,Ranch 1 Story,1,Frame Stucco,1923,3,3.5,1933,1836,97,1,811,0,297431,313085,297431,313085,RS,3769,1,0,1,0,0.9498189342990171,0,8,339600
384490244,RS,10,111,111,105,1007,Average,Average,-3.8466808868032953,0,2 Story,2,Frame Stucco,2443,4,3,1194,1075,119,1,854,0,287550,299531,287550,299531,RS,3810,1,0,1,0,0.9003350083752094,0,7,420800
385110312,RS,10,111,111,105,1007,Average,Average,14.31350489315539,0,Ranch 1 Story,0,Frame Stucco,2755,5,4.5,2083,1460,623,1,986,0,372159,375918,372159,375918,RS,4916,1,0,1,0,0.7009121459433509,0,3,414667
385110318,RS,10,111,111,105,1007,Average,Average,-22.806741155773107,0,2 Story,0,Frame Stucco,3153,4,3.5,1592,0,1592,1,814,0,321619,324868,321619,324868,RS,4817,1,0,1,0,0,0,3,368120
385110319,RS,10,111,111,105,1007,Average,Average,-0.36502710630879687,0,2 Story,0,Frame Stucco,3584,4,3.5,1918,0,1918,1,710,0,353771,357344,353771,357344,RS,5470,1,0,1,0,0,0,3,463584
385110321,RS,10,111,111,105,1007,Average,Average,-16.68142961802607,0,2 Story,0,Frame Stucco,3169,4,2.5,1407,0,1407,1,774,0,308780,315082,308780,315082,RS,4502,1,0,1,0,0,0,4,352900
385110326,RS,10,111,111,105,1007,Average,Average,5.48392507340422,0,2 Story,0,Frame Stucco,2563,4,3.5,1346,404,942,1,834,0,287922,293798,287922,293798,RS,4180,1,0,1,0,0.300148588410104,0,4,417200
385110329,RS,10,111,111,105,1007,Average,Average,-9.465523722322521,0,Ranch 1 Story,0,Frame Stucco,2770,5,5.5,2046,2046,0,1,992,0,389338,397284,389338,397284,RS,5009,1,0,1,1,1,0,4,467600
385180004,RS,10,111,111,113,1029,Above Average,Average,6.322812313833801,0,2 Story,0,Frame Stucco,2488,2,3.5,1536,1145,391,1,1001,0,375352,379143,375352,379143,RS,4073,1,0,1,0,0.7454427083333334,0,3,351900
386020107,V,10,111,111,113,1045,Average,Average,4.103400394832418,0,2 Story,0,Frame Stucco,2322,3,2.5,1208,0,1208,1,658,0,253313,253313,253313,253313,RS,3517,1,0,1,0,0,0,1,340900
386020111,RS,10,111,111,113,1045,Average,Average,-11.193806776544793,0,Ranch 1 Story,1,Frame Stucco,1682,3,2,1714,0,1714,1,704,0,227696,227696,227696,227696,RS,3431,1,0,1,0,0,0,2,303800
386020114,RS,10,111,111,113,1045,Average,Average,-19.191918075193712,0,2 Story,0,Frame Stucco,2319,3,2.5,1188,0,1188,1,670,0,252668,252668,252668,252668,RS,3517,1,0,1,0,0,0,2,323900
391320005,RS,10,111,111,111,1035,Average,Average,6,0,Ranch 1 Story,1,Frame Masonry Veneer,1442,3,3,1422,1422,0,1,528,216,258598,272296,258598,272296,RS,3111,1,1,1,1,1,0,21,254100
391320005,RS,10,111,111,111,1035,Average,Average,6,0,Ranch 1 Story,1,Frame Masonry Veneer,1442,3,3,1422,1422,0,1,528,216,258598,272296,258598,272296,RS,3050,1,1,1,1,1,0,21,273050
391320005,RS,10,111,111,111,1035,Average,Average,6,0,Ranch 1 Story,1,Frame Masonry Veneer,1442,3,3,1422,1422,0,1,528,216,258598,272296,258598,272296,RS,3050,1,1,1,1,1,0,21,334300
391320020,RS,10,111,111,115,1040,Average,Average,17,0,Ranch 1 Story,1,Frame Vinyl,1288,2,2.5,1248,998,250,1,576,0,177067,213334,177067,213334,RS,2536,1,0,1,0,0.7996794871794872,0,42,208500
391320021,RS,10,111,111,111,1035,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1660,3,3,1638,1638,0,1,484,0,311044,324275,311044,324275,RS,3298,1,0,1,1,1,0,19,275100
391320022,RS,10,111,111,111,1035,Above Average,Above Average,6,0.5,Ranch 1 Story,1,Frame Stucco,1398,3,3.5,1362,1362,0,1,504,0,278086,289923,278086,289923,RS,2760,1,0,1,1,1,1,21,299800
391340011,RS,10,111,111,105,1007,Above Average,Average,6,0,2 Story,2,Frame Stucco,2457,4,3.5,1572,1572,0,1,484,0,353997,372923,353997,372923,RS,4029,1,0,1,1,1,0,20,315100
391340018,RS,10,111,111,105,1007,Above Average,Above Average,5,0.7,2 Story,2,Frame Stucco,2208,4,3.5,1462,1462,0,1,838,0,354985,366923,354985,366923,RS,4440,1,0,1,1,1,1,18,371064
391910005,RS,10,111,111,105,1007,Average,Average,9.136571633887726,1,Ranch 1 Story,0,Frame Stucco,2211,3,3.5,2211,2211,0,1,800,0,329961,351022,329961,351022,RS,4422,1,0,1,1,1,1,9,366600
391910005,RS,10,111,111,105,1007,Average,Average,2.439141894895512,1,Ranch 1 Story,0,Frame Stucco,2211,3,3.5,2211,2211,0,1,800,0,329961,351022,329961,351022,RS,4510,1,0,1,1,1,1,9,384100
391910015,RS,10,111,111,105,1007,Average,Average,-15.983545890046901,1,Ranch 1 Story,1,Frame Stucco,1646,3,3.5,1712,1712,0,1,768,0,270031,287267,270031,287267,RS,3358,1,0,1,1,1,1,9,287700
391910023,RS,10,111,111,105,1007,Average,Average,3,0,1½ Story Fin,1.5,Frame Stucco,2668,3,2.5,2152,0,2152,1,804,0,297057,303119,297057,303119,RS,4820,1,0,1,0,0,0,14,315400
391910024,RS,10,111,111,105,1007,Average,Average,12.097207859288204,1,2 Story,2,Frame Stucco,3413,5,4.25,1694,1660,34,1,826,0,381934,406313,381934,406313,RS,5289,1,0,1,0,0.9799291617473436,1,9,455000
391910027,RS,10,111,111,105,1007,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1933,3,3,1884,1884,0,1,747,0,316608,323273,316608,323273,RS,3889,1,0,1,1,1,0,15,360199
391910037,RS,10,111,111,105,1007,Above Average,Average,-2.846155326040782,0,1½ Story Fin,1.5,Frame Stucco,2535,5,3.5,2021,1981,40,1,462,720,401945,422538,401945,422538,RS,4556,1,1,1,0,0.9802078179119248,0,8,431500
400860001,RS,10,111,111,110,1030,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1100,3,1.75,1100,990,110,1,720,0,163234,194326,163234,194326,RS,2200,1,0,1,0,0.9,0,41,184635
400860006,RS,10,111,111,110,1030,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1000,3,2,1000,950,50,1,528,0,147973,176158,147973,176158,RS,2132,1,0,1,0,0.95,0,41,247800
400860008,RS,10,111,111,110,1030,Average,Average,16,0,Bi Level 1 Story,1,Frame Masonry Veneer,1104,4,2.5,1104,1104,0,1,0,1380,199070,248003,199070,248003,RS,2208,0,1,1,1,1,0,40,249900
400860014,RS,10,111,111,110,1030,Average,Above Average,15,0.7,2 Story,2,Frame Masonry Veneer,2350,3,2,0,0,0,1,425,0,214872,244173,214872,244173,RS,2408,1,0,0,0,0,1,38,304300
400870005,RS,10,111,111,110,1030,Average,Average,16,0,Ranch 1 Story,1,Frame Vinyl,1100,3,2.25,1100,1100,0,1,957,0,170065,202458,170065,202458,RS,2200,1,0,1,1,1,0,41,200200
400910003,RS,10,111,111,115,1040,Average,Average,16,0,Bi Level 1 Story,1,Frame Masonry Veneer,1344,3,2.5,1352,645,707,1,1144,0,183162,218050,184896,226719,RS,2720,1,0,1,0,0.4770710059171598,0,40,240800
400920005,RS,10,111,111,110,1030,Average,Above Average,11,0.3,Split Level,1,Frame Vinyl,1105,3,2.75,869,869,0,1,506,0,168724,185872,168724,185872,RS,1974,1,0,1,1,1,1,30,206800
400920009,RS,10,111,111,110,1030,Average,Above Average,15,0.3,Split Level,1,Frame Vinyl,1128,4,2,576,576,0,1,288,0,140461,162383,140461,162383,RS,1704,1,0,1,1,1,1,38,174779
401000007,RS,10,111,111,110,1030,Average,Average,14,0,Split Level,2,Frame Vinyl,1344,3,1.5,560,560,0,1,280,0,152074,175533,157034,191533,RS,1984,1,0,1,1,1,0,37,292400
401630014,RS,10,111,111,110,1030,Average,Average,10,0,Bi Level 1 Story,1,Frame Vinyl,1140,3,2.5,546,546,0,1,546,0,161211,177639,161211,177639,RS,1686,1,0,1,1,1,0,29,204200
401640017,RS,10,111,111,110,1030,Average,Average,10,0.05,Split Level,1,Frame Vinyl,974,2,2,480,480,0,1,490,0,133240,146901,133240,146901,RS,1422,1,0,1,1,1,1,29,224000
401640028,RS,10,111,111,110,1030,Average,Average,10,0.05,Split Level,1,Frame Vinyl,1020,3,1.5,598,598,0,1,322,0,139381,153605,139381,153605,RS,1621,1,0,1,1,1,1,28,205800
401640029,RS,10,111,111,110,1030,Average,Average,10,0.05,Bi Level 1 Story,1,Frame Vinyl,1190,3,2,525,499,26,1,550,0,155521,171342,155521,171342,RS,1715,1,0,1,0,0.9504761904761905,1,28,214800
401640031,RS,10,111,111,110,1030,Average,Average,10,0.05,Split Level,1,Frame Vinyl,1114,4,2,572,486,86,1,546,0,150584,165916,150584,165916,RS,2086,1,0,1,0,0.8496503496503497,1,28,191500
401750002,RS,10,111,111,110,1030,Average,Average,10,0.05,Split Level,1,Frame Vinyl,1152,3,2.75,594,594,0,1,546,0,156135,172017,156135,172017,RS,1746,1,0,1,1,1,1,28,237078
401750005,RS,10,111,111,110,1030,Average,Average,9,0.05,Split Level,2,Frame Vinyl,1081,3,2,696,696,0,1,440,0,152035,165668,152035,165668,RS,1777,1,0,1,1,1,1,27,206400
401750013,RS,10,111,111,110,1030,Average,Above Average,7,0.7,Split Level,1,Frame Vinyl,1144,3,2,598,449,149,1,440,0,158733,167098,158733,167098,RS,1838,1,0,1,0,0.7508361204013378,1,27,205900
401750014,RS,10,111,111,110,1030,Average,Average,9,0.05,Split Level,1,Frame Vinyl,1164,3,2,700,700,0,1,484,0,162179,176695,162179,176695,RS,1864,1,0,1,1,1,1,27,198600
401750015,RS,10,111,111,110,1030,Average,Average,9,0.05,Split Level,1,Frame Vinyl,1008,3,2,962,865,97,1,322,0,154190,168011,154190,168011,RS,1970,1,0,1,0,0.8991683991683992,1,27,252200
401750018,RS,10,111,111,110,1030,Average,Above Average,10,0.7,Bi Level 1 Story,1,Frame Vinyl,1223,3,2.5,560,504,56,1,616,0,168391,181796,169784,188760,RS,1783,1,0,1,0,0.9,1,28,206500
402580013,RS,10,111,111,108,1028,Average,Above Average,7,0.6,Split Level,1,Frame Vinyl,1048,3,2,528,422,106,1,504,0,148647,156419,148647,156419,RS,1681,1,0,1,0,0.7992424242424242,1,23,220600
402580015,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,1,Frame Vinyl,1048,3,3,528,528,0,1,504,0,153766,163921,153766,163921,RS,1620,1,0,1,1,1,1,23,203200
402580018,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,1,Frame Vinyl,1048,3,2,528,475,53,1,504,0,147550,157308,147550,157308,RS,1576,1,0,1,0,0.8996212121212122,1,23,209400
402580019,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,1,Frame Vinyl,1048,3,3,528,528,0,1,504,0,156216,166528,156216,166528,RS,1576,1,0,1,1,1,1,23,215100
402580023,RS,10,111,111,108,1028,Average,Average,7,0,Split Level,1,Frame Vinyl,1062,3,2,528,475,53,1,504,0,150291,160224,150291,160224,RS,1590,1,0,1,0,0.8996212121212122,0,23,200260
402580025,RS,10,111,111,108,1028,Average,Average,7,0,Split Level,1,Frame Vinyl,1048,3,3,528,448,80,1,504,0,154255,164441,154255,164441,RS,1576,1,0,1,0,0.8484848484848485,0,23,210200
402620216,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,2,Frame Vinyl,1946,5,2.5,0,0,0,1,462,0,189212,201608,190093,202815,RS,1932,1,0,0,0,0,1,22,178600
402620224,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,1,Frame Vinyl,990,3,3,528,528,0,1,480,0,148623,158429,148623,158429,RS,1560,1,0,1,1,1,1,22,214700
402620230,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,1,Frame Vinyl,976,3,2.75,528,528,0,1,480,0,150059,159956,150059,159956,RS,1576,1,0,1,1,1,1,22,223500
402620244,RS,10,111,111,108,1028,Average,Average,7,0.05,Split Level,1,Frame Vinyl,976,3,2,528,502,26,1,480,0,143828,153328,143828,153328,RS,1590,1,0,1,0,0.9507575757575758,1,22,198000
402620249,RS,10,111,111,108,1028,Average,Above Average,7,0.7,Split Level,1,Frame Vinyl,1096,3,2.75,528,528,0,1,480,0,158279,166516,158279,166516,RS,1624,1,0,1,1,1,1,22,228500
402620261,RS,10,111,111,108,1028,Average,Above Average,6,0.7,Split Level,2,Frame Vinyl,1946,3,2.5,0,638,-638,1,462,0,221174,230660,221174,230660,RS,1946,1,0,0,0,0,1,22,238000
403110002,RS,10,111,111,109,1037,Average,Above Average,3,0.6,Ranch 1 Story,1,Frame Stucco,1610,3,3,1580,1501,79,1,772,0,270256,274821,270256,274821,RS,3190,1,0,1,0,0.95,1,15,341000
403110011,RS,10,111,111,109,1037,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1560,2,3,1590,1170,420,1,486,0,246734,254612,246734,254612,RS,3150,1,0,1,0,0.7358490566037735,0,17,273700
403110014,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Stucco,1686,3,3.5,920,874,46,1,484,0,227102,236835,227102,236835,RS,2606,1,0,1,0,0.95,0,19,194500
403110015,RS,10,111,111,109,1037,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1776,3,3,1776,1687,89,1,610,0,276582,288377,276582,288377,RS,3552,1,0,1,0,0.9498873873873874,0,19,309800
403110019,RS,10,111,111,109,1037,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1575,3,3,1596,1117,479,2,484,0,249235,257191,249235,257191,RS,3171,1,0,1,0,0.699874686716792,0,17,275600
403590002,RS,10,111,111,105,1007,Above Average,Average,-2.721970272612219,0,2 Story,1,Frame Siding,2791,4,2.5,1348,0,1348,1,840,0,336990,336990,336990,336990,RS,4250,1,0,1,0,0,0,2,406400
403590010,RS,10,111,111,105,1007,Above Average,Average,-5.467193611687353,1,2 Story,2,Frame Stucco,3010,4,3.5,1614,1452,162,2,570,0,390959,420386,390959,420386,RS,4453,1,0,1,0,0.8996282527881041,1,10,412900
403760023,RS,10,111,111,105,1007,Average,Average,-3.86181821465903,0,Ranch 1 Story,0,Frame Stucco,2153,3,2.25,2177,0,2177,1,528,0,266360,269051,266360,269051,RS,4245,1,0,1,0,0,0,3,355172
403770002,RS,10,111,111,109,1037,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2308,3,3,0,0,0,1,720,0,264328,269722,264328,269722,RS,2308,1,0,0,0,0,0,15,270100
403770004,RS,10,111,111,109,1037,Above Average,Average,3,0,2 Story,2,Frame Stucco,4508,4,4,0,0,0,1,732,0,462387,472028,462387,472028,RS,4508,1,0,0,0,0,0,15,338575
403770007,RS,10,111,111,109,1037,Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2308,3,3,0,0,0,1,720,0,269046,274741,269046,274741,RS,2337,1,0,0,0,0,0,15,301300
403820214,RS,10,111,111,109,1037,Average,Average,2,0,2 Story,2,Frame Stucco,2487,4,2.5,0,0,0,1,763,0,235434,240382,235434,240382,RS,2487,1,0,0,0,0,0,12,271500
403820217,RS,10,111,111,109,1037,Average,Average,1,0,2 Story,2,Frame Stucco,3165,5,2.5,0,0,0,1,462,0,279787,282755,279787,282755,RS,3277,1,0,0,0,0,0,11,256700
403830115,RS,10,111,111,109,1037,Average,Average,3,0,2 Story,2,Frame Stucco,2746,3,2.5,0,0,0,1,650,0,263475,269056,263475,269056,RS,2746,1,0,0,0,0,0,15,253200
403830118,RS,10,111,111,109,1037,Average,Average,3,0,2 Story,2,Frame Stucco,3222,4,2.5,0,0,0,1,714,0,303840,310245,303840,310245,RS,3222,1,0,0,0,0,0,15,321400
403830120,RS,10,111,111,109,1037,Average,Average,3,0,2 Story,2,Frame Stucco,2414,4,2.5,0,0,0,1,692,0,243769,248948,243769,248948,RS,2646,1,0,0,0,0,0,15,260015
403830121,RS,10,111,111,109,1037,Average,Average,3,0,2 Story,2,Frame Stucco,2184,4,2.5,0,0,0,1,462,0,223483,228248,223483,228248,RS,2184,1,0,0,0,0,0,15,216891
403830131,RS,10,111,111,109,1037,Average,Average,6,0.2,2 Story,2,Frame Stucco,2712,4,2.5,1137,0,1137,1,572,0,265196,279175,265196,279175,RS,3777,1,0,1,0,0,1,9,298900
403830131,RS,10,111,111,109,1037,Average,Average,6,0.2,2 Story,2,Frame Stucco,2712,4,2.5,1137,0,1137,1,572,0,265196,279175,265196,279175,RS,3777,1,0,1,0,0,1,9,317300
403870001,RS,10,111,111,109,1037,Average,Average,19.673529064627257,0,2 Story,0,Frame Stucco,2889,4,4.5,1186,1008,178,1,582,0,312306,332240,312306,332240,RS,4002,1,0,1,0,0.8499156829679595,0,9,321200
403870007,RS,10,111,111,109,1037,Average,Average,1,0,Ranch 1 Story,2,Frame Stucco,2970,4,4,0,0,0,1,688,0,303100,306162,303100,306162,RS,2949,1,0,0,0,0,0,11,300000
403880016,RS,10,111,111,109,1037,Average,Average,1,0,2 Story,2,Frame Stucco,2469,3,1.5,0,0,0,1,624,0,226265,228692,226265,228692,RS,2594,1,0,0,0,0,0,11,263550
403880018,RS,10,111,111,109,1037,Average,Average,1,0,2 Story,2,Frame Stucco,3152,4,3,0,0,0,1,462,0,282273,285124,282273,285124,RS,3272,1,0,0,0,0,0,11,297100
403880038,RS,10,111,111,109,1037,Average,Average,2.390292773962003,0,2 Story,1,Frame Stucco,1944,3,1.5,0,0,0,1,500,0,179033,190461,179033,190461,RS,1944,1,0,0,0,0,0,9,297100
403880040,RS,10,111,111,109,1037,Average,Average,-12.45171485336782,1,Ranch 1 Story,1,Frame Stucco,1495,3,3,1477,1477,0,1,702,0,242531,258012,242531,258012,RS,3008,1,0,1,1,1,1,9,295700
403910002,RS,10,111,111,113,1029,Average,Average,-2.1583474417714,1,Ranch 1 Story,1,Frame Stucco,1494,3,2,1494,0,1494,1,482,0,194359,206765,194359,206765,RS,2988,1,0,1,0,0,1,9,233625
