ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,TRUE_VAL
120400108,RS,10,111,111,115,1040,Average,Above Average,40,0.5,Ranch 1 Story,1,Frame Masonry Veneer,941,2,1,941,847,94,1,266,0,91803,181788,91803,181788,RS,2068,1,0,1,0,0.900106269925611,1,88,192900
120460056,RS,10,111,111,107,1016,Average,Above Average,21,0.6,Ranch 1 Story,1,Frame Masonry Veneer,960,3,2,960,960,0,1,0,0,145072,176058,145072,176058,RS,1920,0,0,1,1,1,1,51,183200
120460154,RS,10,111,111,106,1015,Above Average,Average,4,0,Ranch 1 Story,1.5,Frame Stucco,2210,5,2.75,1688,0,1688,1,849,0,318300,328144,322644,335150,RS,4089,1,0,1,0,0,0,16,306600
120460188,RS,10,111,111,107,1016,Average,Above Average,44,0.9,1½ Story Fin,1,Frame Siding,1539,3,2,0,0,0,1,0,0,83145,146899,83821,150277,RS,1575,0,0,0,0,0,1,119,149500
120460194,RS,10,111,111,107,1016,Average,Average,20,0,Ranch 1 Story,1,Frame Masonry Veneer,1564,2,1.5,1548,1084,464,1,600,0,206040,260810,210319,282206,RS,3112,1,0,1,0,0.7002583979328165,0,49,256600
120470011,RS,10,111,111,107,1016,Average,Above Average,20,0.4,Ranch 1 Story,1,Frame Stucco,2648,4,1,0,0,0,1,352,0,203801,252606,203801,252606,RS,2868,1,0,0,0,0,1,80,232782
120470090,RS,10,111,111,107,1016,Average,Above Average,32,0.5,Ranch 1 Story,1,Frame Vinyl,1172,3,1,0,0,0,1,0,0,75788,118418,75788,118418,RS,1172,0,0,0,0,0,1,72,152900
120470110,RS,10,111,111,107,1016,Average,Average,32,0,Ranch 1 Story,1,Frame Masonry Veneer,1778,3,1.75,1360,884,476,1,480,0,156178,260296,156178,260296,RS,3268,1,0,1,0,0.65,0,73,189500
120470134,RS,10,111,111,107,1016,Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,1152,3,1.5,0,0,0,1,288,0,98595,142891,142416,236127,RS,2017,1,0,0,0,0,0,62,137200
120470138,RS,10,111,111,107,1016,Average,Above Average,19,0.9,Ranch 1 Story,1,Frame Masonry Veneer,1448,2,2,0,0,0,1,0,0,138713,161294,138713,161294,RS,1448,0,0,0,0,0,1,126,139100
120480309,RS,10,111,111,115,1046,Above Average,Average,44,0,1½ Story Fin,1.5,Frame Masonry Veneer,4372,6,5,726,726,0,1,651,0,224539,590893,224539,590893,RS,5098,1,0,1,1,1,0,121,329000
120480324,RS,10,111,111,115,1046,Average,Above Average,31,0.8,Ranch 1 Story,1,Frame Vinyl,1080,3,2.75,1080,972,108,1,0,0,134838,183703,134838,183703,RS,2160,0,0,1,0,0.9,1,71,157300
120480328,RS,10,111,111,107,1016,Average,Average,20,0,Ranch 1 Story,1,Frame Masonry Veneer,1796,3,2.5,1245,996,249,1,682,0,220471,279077,220471,279077,RS,3041,1,0,1,0,0.8,0,49,226300
120480347,RS,10,111,111,107,1016,Average,Above Average,44,0.8,Ranch 1 Story,1,Frame Siding,1117,3,1.75,0,0,0,1,0,0,72926,128845,73879,133611,RS,1459,0,0,0,0,0,1,112,146100
120490013,RS,10,111,111,107,1016,Average,Above Average,21,0.4,Bi Level 1 Story,1,Frame Vinyl,976,2,1.75,912,912,0,1,0,0,123984,155621,123984,155621,RS,1888,0,0,1,1,1,1,50,208600
120500010,RS,10,111,111,107,1016,Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,1947,3,2,0,0,0,1,0,0,71941,189318,71941,189318,RS,2231,0,0,0,0,0,0,107,166500
120500017,RS,10,111,111,107,1016,Average,Above Average,12,0.8,1½ Story Fin,1.5,Frame Masonry Veneer,2852,4,3.25,1764,1421,343,2,0,0,323471,354683,323471,354683,RS,4647,0,0,1,0,0.8055555555555556,1,62,322100
120510023,RS,10,111,111,107,1016,Average,Above Average,19,0.6,Ranch 1 Story,1,Frame Masonry Veneer,1958,3,2.75,1331,1197,134,2,594,0,250207,297865,250207,297865,RS,3264,1,0,1,0,0.8993238166791886,1,47,264850
120510066,RS,10,111,111,107,1016,Average,Average,-11.177559939451694,0,2 Story,0,Frame Stucco,2329,3,2.5,1202,0,1202,1,673,0,249149,251666,249149,251666,RS,3517,1,0,1,0,0,0,3,316200
120510085,RS,10,111,111,107,1016,Average,Average,10,0,Ranch 1 Story,1,Frame Vinyl,1217,3,2,1189,1189,0,1,744,0,190058,208855,190058,208855,RS,2406,1,0,1,1,1,0,29,274300
120510098,RS,10,111,111,107,1016,Average,Average,8,0,Ranch 1 Story,1,Frame Vinyl,1178,3,1.5,1178,235,943,1,500,0,162300,174882,162300,174882,RS,2374,1,0,1,0,0.199490662139219,0,25,191200
120510116,RS,10,111,111,115,1046,Average,Average,18.069834726141455,0,Ranch 1 Story,1,Frame Siding,3210,5,2.75,2486,2486,0,2,576,0,397323,436619,397323,436619,RS,5671,1,0,1,1,1,0,12,430800
120520066,RS,10,111,111,107,1016,Average,Above Average,12,0.5,Split Level,1,Frame Vinyl,1025,3,1.75,468,468,0,1,520,0,138406,153616,138406,153616,RS,1520,1,0,1,1,1,1,33,166900
120530014,RS,10,111,111,107,1016,Average,Average,17,0,Ranch 1 Story,1,Frame Vinyl,1250,3,2.25,1196,1196,0,1,520,570,194505,230893,194505,230893,RS,2552,1,1,1,1,1,0,43,256400
130090028,RS,10,111,111,115,1040,Average,Average,37,0,Ranch 1 Story,1,Frame Vinyl,1131,2,1,0,0,0,1,0,0,58302,114318,58302,114318,RS,1131,0,0,0,0,0,0,83,180800
130090029,RS,10,111,111,115,1040,Average,Average,10,0,Ranch 1 Story,1,Frame Masonry Veneer,1850,4,3,0,0,0,1,506,0,202168,222163,207129,233701,RS,1850,1,0,0,0,0,0,28,258350
130100016,RS,10,111,111,115,1040,Average,Average,33,0,Ranch 1 Story,1,Masonry Concrete Block,1006,3,1,0,0,0,1,264,0,75763,116559,75763,116559,RS,1034,1,0,0,0,0,0,75,112983
130100026,RS,10,111,111,115,1040,Average,Average,27,0,Ranch 1 Story,1,Frame Masonry Veneer,1336,3,1,0,0,0,1,216,0,110077,159532,110077,159532,RS,1336,1,0,0,0,0,0,62,176400
130100027,RS,10,111,111,115,1040,Average,Above Average,24,0,2 Story,2,Frame Vinyl,2550,7,1.75,0,0,0,1,0,408,176103,227941,176103,227941,RS,2550,0,1,0,0,0,0,56,225300
130110008,RS,10,111,111,115,1040,Average,Average,25,0,Split Level,1,Frame Masonry Veneer,1229,4,1.5,567,402,165,1,297,0,134608,184395,134608,184395,RS,1631,1,0,1,0,0.708994708994709,0,59,135700
130110014,RS,10,111,111,115,1040,Above Average,Average,20,0,Ranch 1 Story,1,Frame Masonry Veneer,3543,4,3.5,0,0,0,1,566,1000,362795,460496,362795,460496,RS,3543,1,1,0,0,0,0,48,337200
130120050,RS,10,111,111,115,1041,Above Average,Average,29,0,Ranch 1 Story,1,Frame Vinyl,2912,4,3.75,0,0,0,2,960,0,259960,395273,265584,420836,RS,2912,1,0,0,0,0,0,66,359700
130120050,RS,10,111,111,115,1041,Above Average,Average,29,0,Ranch 1 Story,1,Frame Vinyl,2912,4,3.75,0,0,0,2,960,0,259960,395273,265584,420836,RS,2912,1,0,0,0,0,0,66,359700
130180009,RS,10,111,111,115,1041,Below Average,Average,35,0.05,Ranch 1 Story,1,Frame Vinyl,1404,3,1,299,239,60,1,0,560,74728,156351,74728,156351,RS,1704,0,1,1,0,0.7993311036789298,1,78,143900
130180018,RS,20,111,111,115,1041,Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,1008,2,1,0,0,0,1,0,512,44869,128746,44869,128746,RS,1008,0,1,0,0,0,0,103,134200
130200027,RS,10,111,111,110,1042,Average,Average,30,0,Ranch 1 Story,1,Frame Vinyl,1195,3,1,0,0,0,1,0,768,101163,147110,101163,147110,RS,1195,0,1,0,0,0,0,69,161200
130220010,RS,10,111,111,115,1041,Average,Average,19,0.05,Split Level,1,Frame Masonry Veneer,1836,3,1.75,648,648,0,1,0,680,196179,259607,196179,259607,RS,2536,0,1,1,1,1,1,46,317300
130220045,RS,10,111,111,115,1041,Below Average,Above Average,37,0.3,Ranch 1 Story,1,Frame Vinyl,1426,2,1,916,916,0,1,0,600,99439,188501,99439,188501,RS,2250,0,1,1,1,1,1,82,207000
130230093,RS,10,111,111,115,1041,Average,Above Average,29,0.3,Ranch 1 Story,1,Frame Vinyl,1734,3,1.75,0,0,0,1,680,0,132339,190690,132339,190690,RS,1735,1,0,0,0,0,1,66,178600
130240034,RS,10,111,111,115,1041,Average,Average,44,0,Ranch 1 Story,1,Frame Vinyl,2240,2,1.75,0,0,0,1,704,0,88940,234053,94681,262757,RS,2240,1,0,0,0,0,0,127,129900
130260028,RSOB,20,111,111,115,1041,Average,Average,15,0,2 Story,2,Frame Masonry Veneer,3403,5,3.5,0,0,0,1,0,1200,280663,345679,314544,417936,RSOB,3353,0,1,0,0,0,0,38,327100
130280069,RS,20,111,111,115,1041,Average,Average,28,0,Ranch 1 Story,1,Frame Masonry Veneer,1920,3,1.75,0,0,0,1,0,550,152522,221966,155155,232094,RS,1920,0,1,0,0,0,0,65,245400
130350012,RSOB,20,111,111,115,1041,Average,Average,19,0,2 Story,2,Frame Vinyl,1960,4,2,0,0,0,1,0,0,142437,178046,163671,240765,RSOB,2372,0,0,0,0,0,0,46,350000
340170004,RS,10,111,111,107,1016,Average,Above Average,18,0.6,Bi Level 1 Story,1,Frame Siding,1421,3,2.5,676,676,0,1,520,0,176075,208409,176075,208409,RS,2097,1,0,1,1,1,1,45,186900
340170008,RS,10,111,111,107,1016,Average,Above Average,19,0.6,Bi Level 1 Story,1,Frame Siding,1377,3,2.75,675,641,34,1,650,0,175465,209696,175465,209696,RS,2084,1,0,1,0,0.9496296296296296,1,46,244600
340460008,RS,10,111,111,107,1016,Average,Average,14,0,Ranch 1 Story,1,Frame Masonry Veneer,1499,3,1.75,1499,0,1499,1,529,0,187498,215515,187498,215515,RS,2998,1,0,1,0,0,0,36,192400
340460017,RS,10,111,111,107,1016,Average,Average,17,0,Ranch 1 Story,1,Frame Masonry Veneer,1426,3,2.75,1426,1283,143,1,528,0,213325,257018,213325,257018,RS,2930,1,0,1,0,0.8997194950911641,0,43,271800
344140004,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2071,4,3,1808,1809,-1,2,851,0,377083,384983,377083,384983,RS,4299,1,0,1,0,1.0005530973451326,0,15,371100
344140008,RS,10,111,111,105,1043,Above Average,Above Average,3,0.65,Ranch 1 Story,1,Frame Stucco,1772,4,3,1803,1803,0,1,734,0,346905,352696,346905,352696,RS,3741,1,0,1,1,1,1,14,367200
344140011,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1905,3,3.5,1921,1921,0,1,804,0,363590,371194,363590,371194,RS,3973,1,0,1,1,1,0,14,344600
344140013,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,2120,3,3.5,2206,2096,110,1,773,0,397467,405783,397467,405783,RS,4326,1,0,1,0,0.9501359927470535,0,15,425600
344140023,RS,10,111,111,105,1043,Above Average,Above Average,3,0.5,Ranch 1 Story,1,Frame Stucco,1841,3,3,1957,1761,196,1,923,0,354624,361291,354624,361291,RS,3810,1,0,1,0,0.8998467041389883,1,14,364000
344140024,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1805,3,3,1927,1050,877,1,506,0,319754,326484,319754,326484,RS,3834,1,0,1,0,0.5448884276076803,0,15,309600
344140025,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1956,3,3.5,1976,1976,0,1,807,0,369237,376977,369237,376977,RS,3952,1,0,1,1,1,0,15,359700
344140029,RS,10,111,111,105,1043,Above Average,Average,3,0.05,2 Story,2,Frame Stucco,2640,4,3.5,1731,1541,190,1,726,0,390551,398726,390551,398726,RS,4100,1,0,1,0,0.8902368573079145,1,15,442100
344140030,RS,10,111,111,105,1043,Above Average,Average,3,0,1½ Story Fin,2,Frame Stucco,2537,5,2.5,1626,0,1626,1,927,0,325853,332503,325853,332503,RS,4263,1,0,1,0,0,0,15,311800
344140032,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1771,3,3.5,1800,1710,90,1,768,0,342894,349892,342894,349892,RS,3623,1,0,1,0,0.95,0,15,306700
344140040,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1627,3,3,1643,1627,16,1,483,0,309040,315347,309040,315347,RS,3264,1,0,1,0,0.9902617163724894,0,15,348600
344140044,RS,10,111,111,105,1043,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1814,3,3.5,1840,1380,460,1,759,0,332285,339250,332285,339250,RS,3654,1,0,1,0,0.75,0,14,364600
344310014,RS,10,111,111,113,1045,Above Average,Average,2,0,2 Story,2,Frame Stucco,2838,4,4.25,1709,1709,0,2,1036,0,496406,506680,496406,506680,RS,4547,1,0,1,1,1,0,12,509400
344310015,RS,10,111,111,113,1045,Average,Average,1.4961508081831594,0,Ranch 1 Story,1,Frame Stucco,2042,2,3.5,2967,2415,552,1,888,0,358381,381256,358381,381256,RS,4945,1,0,1,0,0.813953488372093,0,9,402100
344330004,RS,10,111,111,105,1055,Above Average,Average,7.595795485185696,0,Ranch 1 Story,0,Frame Stucco,2449,1,3.25,3014,3014,0,2,995,0,536737,559101,536737,559101,RS,5465,1,0,1,1,1,0,7,650900
344330007,RS,10,111,111,105,1055,Above Average,Average,-9.871724211400865,0,Ranch 1 Story,0,Frame Siding,2886,1,5.5,3300,3150,150,1,860,0,664012,684548,664012,684548,RS,6965,1,0,1,0,0.9545454545454546,0,6,1024800
344490008,RS,10,111,111,113,1045,Above Average,Average,-10.714010104684869,0,2 Story,0,Frame Stucco,2754,4,3.5,1763,1550,213,1,923,0,391214,416185,391214,416185,RS,4637,1,0,1,0,0.8791832104367555,0,9,309000
344490009,RS,10,111,111,113,1045,Average,Average,5.99156440970558,0,Ranch 1 Story,0,Frame Stucco,1566,3,2.5,1661,498,1163,1,484,0,219517,233529,219517,233529,RS,3227,1,0,1,0,0.29981938591210117,0,9,267847
345270026,RSOB,10,111,111,113,1029,Average,Average,16,0,Ranch 1 Story,1,Frame Masonry Veneer,3083,3,2.5,0,0,0,1,784,1350,276953,328682,276953,328682,RSOB,3083,1,1,0,0,0,0,41,218500
345270035,RS,10,111,111,113,1029,Average,Average,6.42072421626406,0,2 Story,2,Frame Stucco,2282,4,3.5,1000,570,430,1,792,0,265907,274131,265907,274131,RS,3319,1,0,1,0,0.57,0,6,277900
346400001,V,10,111,111,113,1045,Average,Average,10.589289835764372,0,2 Story,0,Frame Stucco,2021,3,2.5,968,0,968,1,748,0,228300,228300,228300,228300,RS,2860,1,0,1,0,0,0,1,336100
346400005,RS,10,111,111,113,1045,Average,Average,0.45583906969734844,0,Ranch 1 Story,0,Frame Stucco,1887,3,2,2002,0,2002,1,801,0,249358,249358,249358,249358,RS,1870,1,0,1,0,0,0,2,324538
350350009,RS,10,111,111,115,1040,Average,Average,35,0,Ranch 1 Story,1,Frame Masonry Veneer,1140,3,1.75,852,681,171,1,0,528,108701,195527,108701,195527,RS,1992,0,1,1,0,0.7992957746478874,0,78,178900
350350010,RS,10,111,111,115,1040,Below Average,Average,35,0,Ranch 1 Story,1,Frame Vinyl,732,2,1,732,549,183,1,0,400,57934,121191,57934,121191,RS,1464,0,1,1,0,0.75,0,78,185700
350350016,RS,10,111,111,115,1040,Below Average,Above Average,35,0.7,Ranch 1 Story,1,Frame Vinyl,732,4,2,732,695,37,1,0,0,65611,113908,65611,113908,RS,1464,0,0,1,0,0.9494535519125683,1,78,159200
350350028,RS,10,111,111,115,1040,Below Average,Average,35,0,Ranch 1 Story,1,Frame Siding,870,2,1.5,732,622,110,1,0,840,80478,167678,80478,167678,RS,1602,0,1,1,0,0.8497267759562842,0,78,122300
353000002,RS,10,111,111,107,1016,Average,Above Average,7,0.9,Split Level,1,Frame Vinyl,1208,3,3,572,572,0,1,520,0,173511,181343,173511,181343,RS,1784,1,0,1,1,1,1,23,233900
353000010,RS,10,111,111,107,1016,Average,Average,7,0,Split Level,2,Frame Vinyl,1310,3,2.5,980,588,392,1,462,0,181058,192955,181058,192955,RS,2198,1,0,1,0,0.6,0,23,246300
353660003,RS,10,111,111,105,1009,Above Average,Average,5,0,2 Story,2,Frame Stucco,2270,4,3.5,1087,1087,0,1,550,0,319925,333255,319925,333255,RS,3357,1,0,1,1,1,0,19,232500
353660021,RS,10,111,111,105,1009,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,2205,2,2.5,1776,710,1066,1,420,0,321176,338375,321176,338375,RS,3938,1,0,1,0,0.3997747747747748,0,20,252500
353660021,RS,10,111,111,105,1009,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,2205,2,2.5,1776,710,1066,1,420,0,321176,338375,321176,338375,RS,3981,1,0,1,0,0.3997747747747748,0,20,288000
353660026,RS,10,111,111,105,1009,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1995,3,4.5,1965,1965,0,2,872,0,382179,398103,382179,398103,RS,3960,1,0,1,1,1,0,19,353500
353660035,RS,10,111,111,105,1009,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1608,4,3.5,1576,1576,0,1,794,0,310983,327351,310983,327351,RS,3429,1,0,1,1,1,0,20,339500
353660042,RS,10,111,111,105,1009,Above Average,Average,6,0,2 Story,2,Frame Stucco,2962,5,3.5,1628,1628,0,1,759,0,407079,428799,407079,428799,RS,4476,1,0,1,1,1,0,20,421400
353660044,RS,10,111,111,105,1009,Above Average,Average,6,0.05,Ranch 1 Story,1,Frame Stucco,2060,4,4,2109,2109,0,2,734,0,400523,431518,400523,431518,RS,4169,1,0,1,1,1,1,20,441700
353930006,RS,10,111,111,115,1040,Average,Average,5,0,2 Story,2,Frame Stucco,1664,3,2.5,832,83,749,1,462,0,196318,204498,196318,204498,RS,2583,1,0,1,0,0.09975961538461539,0,19,254200
354040104,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Stucco,2814,5,3,0,0,0,1,420,0,246228,256488,246228,256488,RS,2814,1,0,0,0,0,0,18,247500
354040107,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2104,3,3,0,0,0,1,484,0,198392,206908,198392,206908,RS,2104,1,0,0,0,0,0,18,206000
354040110,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Stucco,2636,4,2.5,0,0,0,1,420,0,235476,245287,235476,245287,RS,2636,1,0,0,0,0,0,18,239500
354040113,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2510,3,2.5,0,0,0,1,484,0,224453,234055,224453,234055,RS,2510,1,0,0,0,0,0,18,268500
354040120,RS,10,111,111,109,1037,Average,Above Average,5,0.3,2 Story,2,Frame Stucco,2291,4,2.5,0,0,0,1,483,0,214374,222380,214374,222380,RS,2400,1,0,0,0,0,1,18,217400
354050218,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2214,3,2.5,0,0,0,1,484,0,207660,216312,211153,219989,RS,2214,1,0,0,0,0,0,18,234000
354050219,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2474,3,2,0,0,0,1,462,0,222071,231574,222071,231574,RS,2945,1,0,0,0,0,0,18,234500
354050222,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2025,3,2.5,0,0,0,1,462,0,190591,198782,190591,198782,RS,2025,1,0,0,0,0,0,18,202000
354060309,RS,10,111,111,109,1037,Average,Average,4,0,2 Story,2,Frame Vinyl,3116,4,3,0,0,0,1,462,0,264802,272992,264802,272992,RS,3116,1,0,0,0,0,0,17,242300
354060313,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Stucco,2380,4,2.5,0,0,0,1,462,0,217635,226703,217635,226703,RS,2380,1,0,0,0,0,0,18,209300
354060319,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2076,4,2.5,0,0,0,1,440,0,191003,198961,191003,198961,RS,2076,1,0,0,0,0,0,18,228600
354060320,RS,10,111,111,109,1037,Average,Average,5,0,2 Story,2,Frame Vinyl,2780,3,2.5,0,0,0,1,420,0,245710,256198,245710,256198,RS,2780,1,0,0,0,0,0,18,296600
354190132,RSP,10,119,111,114,1008,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1746,2,3,1903,1903,0,1,552,0,337065,347737,337065,347737,RSP,3570,1,0,1,1,1,0,17,360000
354190136,RSP,10,119,111,114,1008,Above Average,Average,3,0,Ranch 1 Story,1,Frame Stucco,1655,2,3.75,1799,1709,90,1,576,0,329030,335949,329030,335949,RSP,3310,1,0,1,0,0.9499722067815453,0,15,279000
354290013,RS,10,111,111,109,1037,Average,Average,4,0,2 Story,2,Frame Vinyl,3116,5,3,0,0,0,1,682,0,272566,280996,272566,280996,RS,3116,1,0,0,0,0,0,17,241800
354360014,RS,10,111,111,105,1007,Above Average,Average,4,0,2 Story,2,Frame Stucco,3045,4,4.5,2018,2018,0,2,460,0,458134,472550,458134,472550,RS,5063,1,0,1,1,1,0,17,388300
354360015,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1634,3,3.5,1634,1552,82,1,380,0,306294,315767,306294,315767,RS,3268,1,0,1,0,0.9498164014687882,0,17,257700
354360029,RS,10,111,111,105,1007,Above Average,Average,4,0,2 Story,2,Frame Stucco,2888,4,2.5,1904,0,1904,1,460,0,360020,371402,360020,371402,RS,4792,1,0,1,0,0,0,17,325300
354360036,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1612,3,3.5,1612,1612,0,1,400,0,318813,328673,318813,328673,RS,3224,1,0,1,1,1,0,17,272000
354360036,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1612,3,3.5,1612,1612,0,1,400,0,318813,328673,318813,328673,RS,3224,1,0,1,1,1,0,17,299200
354360037,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1523,2,3,1497,1497,0,1,400,0,304366,313779,304366,313779,RS,3020,1,0,1,1,1,0,16,255450
354360041,RS,10,111,111,105,1007,Above Average,Average,4,0,2 Story,2,Frame Stucco,2831,3,2.5,1904,0,1904,1,460,0,422083,435137,422083,435137,RS,5020,1,0,1,0,0,0,16,315100
354360050,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,2029,3,2.75,2022,1820,202,1,820,0,386092,398033,386092,398033,RS,4051,1,0,1,0,0.9000989119683481,0,16,338200
354360054,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,2036,3,3,2004,2004,0,1,712,0,390349,402422,390349,402422,RS,4040,1,0,1,1,1,0,16,365890
354400003,RS,10,111,111,105,1007,Average,Average,4,0,2 Story,2,Frame Stucco,1863,4,2.5,868,0,868,1,693,0,219522,226311,219522,226311,RS,2732,1,0,1,0,0,0,16,217300
354400013,RS,10,111,111,105,1007,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1426,3,3,1421,1378,43,1,447,0,245110,252691,245110,252691,RS,2881,1,0,1,0,0.9697396199859254,0,17,231700
354400016,RS,10,111,111,105,1007,Average,Average,4,0,2 Story,2,Frame Stucco,1842,3,3.5,868,825,43,1,441,0,242837,250347,242837,250347,RS,2710,1,0,1,0,0.9504608294930875,0,16,261600
354400020,RS,10,111,111,105,1007,Average,Average,4,0,2 Story,2,Frame Stucco,2060,3,3,1037,1037,0,2,714,0,278622,287445,278622,287445,RS,3097,1,0,1,1,1,0,16,331300
354400021,RS,10,111,111,105,1007,Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,1336,4,3,1302,1171,131,1,460,0,233174,240386,233174,240386,RS,2638,1,0,1,0,0.8993855606758833,0,16,204756
354400032,RS,10,111,111,105,1007,Above Average,Average,4,0,Ranch 1 Story,1,Frame Stucco,2016,3,3,1984,1885,99,1,756,0,386094,398035,386094,398035,RS,4000,1,0,1,0,0.9501008064516129,0,16,359100
354970002,RS,10,111,111,105,1007,Above Average,Average,3,0,2 Story,2,Frame Stucco,2847,4,3.5,2027,1824,203,1,483,0,433606,442455,433606,442455,RS,4874,1,0,1,0,0.8998519980266404,0,15,421700
354970014,RS,10,111,111,105,1007,Above Average,Average,3,0,2 Story,2,Frame Stucco,2909,4,2.5,2104,0,2104,1,712,0,375703,383574,375703,383574,RS,5013,1,0,1,0,0,0,15,311700
355090013,RS,10,111,111,105,1043,Above Average,Average,-14.833053477456811,0,Ranch 1 Story,0,Frame Stucco,2402,3,3.5,2436,1175,1261,1,751,0,377852,397739,377852,397739,RS,4838,1,0,1,0,0.4823481116584565,0,8,381300
355110016,RS,10,111,111,106,1015,Above Average,Average,3,0,2 Story,2,Frame Stucco,2850,4,3.25,1698,1624,74,1,793,0,411895,420485,411895,420485,RS,4552,1,0,1,0,0.9564193168433451,0,14,414800
355300001,RS,10,111,111,113,1045,Above Average,Average,-11.028760093541479,1,Ranch 1 Story,0,Frame Stucco,1840,3,3.25,1921,1921,0,1,1052,0,348598,370849,348598,370849,RS,4046,1,0,1,1,1,1,9,377200
355480005,RS,10,111,111,109,1037,Average,Average,2,0,Split Level,1,Frame Stucco,1120,3,2,572,308,264,1,596,0,161245,164699,161245,164699,RS,1787,1,0,1,0,0.5384615384615384,0,13,226200
355480023,RS,10,111,111,109,1037,Average,Average,2,0,Ranch 1 Story,1,Frame Stucco,1472,3,3,1536,1536,0,1,440,0,247661,252858,247661,252858,RS,3200,1,0,1,1,1,0,12,305700
355690241,RSP,10,119,111,114,1008,Above Average,Average,8.838483928793396,0,Ranch 1 Story,0,Frame Stucco,1651,2,3,1967,1868,99,1,529,0,321099,337999,321099,337999,RSP,3504,1,0,1,0,0.9496695475343162,0,8,285000
356330308,RSP,10,119,111,114,1008,Average,Average,-7.438006257180729,0,Ranch 1 Story,0,Frame Stucco,2211,2,1.75,0,0,0,1,625,0,226446,231067,226446,231067,RSP,2216,1,0,0,0,0,0,5,295000
356450010,RS,10,111,111,104,1031,Average,Average,6.332004165475293,0,2 Story,0,Frame Stucco,2347,3,3.25,1252,1252,0,1,440,0,283267,292028,283267,292028,RS,3615,1,0,1,1,1,0,6,321400
356450013,RS,10,111,111,104,1031,Average,Average,1.931782631636426,0,2 Story,0,Frame Stucco,2188,4,2.5,1011,0,1011,1,504,0,228827,235904,228827,235904,RS,3199,1,0,1,0,0,0,6,250900
356450022,RS,10,111,111,104,1031,Average,Average,-0.667005848356212,0,2 Story,0,Frame Stucco,2217,4,3.5,1121,1065,56,1,462,0,266289,277384,266289,277384,RS,3175,1,0,1,0,0.9500446030330062,0,7,318500
356450028,RS,10,111,111,104,1031,Average,Average,0.22248800198313562,0,Ranch 1 Story,0,Frame Stucco,1614,3,2,1678,0,1678,1,416,0,207565,216214,207565,216214,RS,3292,1,0,1,0,0,0,7,250000
