ACCOUNTNO,PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,MLS_TOTAL_SQFT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,IMPROVED
413890008,RS,130,111,111,705,7015,Average,Above Average,3,0.6,Ranch 1 Story,1,Frame Stucco,1399,3,3,1399,1399,0,1,522,0,239990,244576,239990,244576,RS,2968,Yes,No,Yes,Yes,1,Yes,15,989.3333333333334,259100
413890010,RS,130,111,111,705,7015,Average,Above Average,7,0.6,Ranch 1 Story,1,Frame Vinyl,1064,3,2,1064,798,266,1,380,0,169868,178689,169868,178689,RS,2128,Yes,No,Yes,No,0.75,Yes,22,709.3333333333334,216600
413890010,RS,130,111,111,705,7015,Average,Above Average,7,0.6,Ranch 1 Story,1,Frame Vinyl,1064,3,2,1064,798,266,1,380,0,169868,178689,169868,178689,RS,2128,Yes,No,Yes,No,0.75,Yes,22,709.3333333333334,153600
413890011,RS,130,111,111,705,7015,Average,Above Average,6,0.7,Ranch 1 Story,1,Frame Stucco,1393,3,3,1375,1375,0,1,440,0,225317,234705,225317,234705,RS,2768,Yes,No,Yes,Yes,1,Yes,21,922.6666666666666,236750
413890011,RS,130,111,111,705,7015,Average,Above Average,6,0.7,Ranch 1 Story,1,Frame Stucco,1393,3,3,1375,1375,0,1,440,0,225317,234705,225317,234705,RS,2768,Yes,No,Yes,Yes,1,Yes,21,922.6666666666666,308600
413890025,RS,130,111,111,705,7015,Average,Average,5,0,Ranch 1 Story,1,Frame Vinyl,1505,3,3,3576,1788,1788,1,594,0,294704,307254,294704,307254,RS,5109,Yes,No,Yes,No,0.5,No,19,1703,287800
413890027,RS,130,111,111,705,7015,Average,Average,7,0,Ranch 1 Story,1,Frame Vinyl,1390,3,3,1390,1251,139,1,400,0,212859,226765,212859,226765,RS,2780,Yes,No,Yes,No,0.9,No,22,926.6666666666666,278400
413890038,RS,130,111,111,705,7015,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1366,3,3,1352,1284,68,1,484,0,220909,232831,220909,232831,RS,2900,Yes,No,Yes,No,0.9497041420118343,No,20,966.6666666666666,241700
413890044,RS,130,111,111,705,7015,Average,Average,6,0,Split Level,2,Frame Vinyl,2224,3,2.75,0,0,0,1,462,0,211671,223106,211671,223106,RS,2224,Yes,No,No,No,0,No,20,741.3333333333334,224750
413890055,RS,130,111,111,705,7015,Average,Average,7,0,Ranch 1 Story,1,Frame Vinyl,1378,3,2.75,1360,1360,0,1,440,0,217579,231786,217579,231786,RS,2738,Yes,No,Yes,Yes,1,No,22,912.6666666666666,204400
413890059,RS,130,111,111,705,7015,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1290,3,1.75,1268,1014,254,1,420,0,195799,206420,195799,206420,RS,2594,Yes,No,Yes,No,0.7996845425867508,No,21,864.6666666666666,210200
413890073,RS,130,111,111,705,7015,Above Average,Average,7,0,Ranch 1 Story,1,Frame Stucco,1561,3,2.75,1579,1421,158,2,528,0,288713,307461,290552,311215,RS,3122,Yes,No,Yes,No,0.8999366687777074,No,22,1040.6666666666667,279500
413890157,RS,130,111,111,705,7015,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1393,3,3,1375,1375,0,1,440,0,225908,237735,225908,237735,RS,2768,Yes,No,Yes,Yes,1,No,21,922.6666666666666,220800
413940005,RS,10,111,111,107,1016,Average,Average,7,0,2 Story,2,Frame Stucco,1818,3,3.25,1021,255,766,1,420,0,209922,223321,209922,223321,RS,2839,Yes,No,Yes,No,0.24975514201762977,No,22,946.3333333333334,255000
413990006,RS,40,111,111,173,1708,Above Average,Average,5,0,2 Story,2,Frame Stucco,3582,4,2.5,1752,265,1487,1,500,0,405677,422851,405677,422851,RS,5334,Yes,No,Yes,No,0.1512557077625571,No,19,1333.5,566900
413990007,RS,40,111,111,173,1708,Above Average,Average,6,0,Ranch 1 Story,1.5,Frame Stucco,2497,3,3.5,2167,2167,0,1,1006,0,417065,439311,417065,439311,RS,4664,Yes,No,Yes,Yes,1,No,20,1554.6666666666667,272400
413990021,RS,40,111,111,173,1708,Average,Average,7,0,Ranch 1 Story,1,Frame Stucco,1749,3,3,1725,1725,0,2,910,0,281895,300207,281895,300207,RS,3474,Yes,No,Yes,Yes,1,No,22,1158,234580
414010002,RS,60,111,111,302,2027,Below Average,Above Average,26,0.8,Ranch 1 Story,1,Frame Vinyl,1395,3,1,0,0,0,1,0,0,83748,116316,83748,116316,RS,1358,No,No,No,No,0,Yes,124,452.6666666666667,99500
414050001,RS,60,111,111,201,2011,Above Average,Average,6,0,2 Story,2,Frame Vinyl,2532,3,3.5,1299,1299,0,1,496,0,356221,374969,356221,374969,RS,3831,Yes,No,Yes,Yes,1,No,21,1277,389200
414050007,RS,60,111,111,201,2011,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1545,3,3,1511,1321,190,1,440,0,239635,252563,239635,252563,RS,3056,Yes,No,Yes,No,0.8742554599602912,No,21,1018.6666666666666,250400
414050008,RS,60,111,111,201,2011,Above Average,Average,7,0,Ranch 1 Story,1,Frame Masonry Veneer,1781,3,4,1781,1781,0,2,529,0,353745,376324,353745,376324,RS,3862,Yes,No,Yes,Yes,1,No,22,1287.3333333333333,341300
414070006,RS,130,111,111,704,7002,Average,Average,7,0,Split Level,1,Frame Vinyl,1014,3,2,528,528,0,1,466,0,145789,155414,145789,155414,RS,1542,Yes,No,Yes,Yes,1,No,22,514,169900
414070008,RS,130,111,111,704,7002,Average,Average,7,0,Split Level,1,Frame Vinyl,1028,3,2.5,528,396,132,1,466,0,147629,157371,147629,157371,RS,1656,Yes,No,Yes,No,0.75,No,22,552,194500
414070009,RS,130,111,111,704,7002,Average,Average,7,0,Split Level,1,Frame Vinyl,1038,4,3,528,528,0,1,442,0,154767,164965,154767,164965,RS,1566,Yes,No,Yes,Yes,1,No,22,391.5,232900
414070011,RS,130,111,111,704,7002,Average,Above Average,7,0.5,Split Level,1,Frame Vinyl,1014,3,2.5,528,502,26,1,466,0,148881,157667,148881,157667,RS,1542,Yes,No,Yes,No,0.9507575757575758,Yes,22,514,215800
414070012,RS,130,111,111,704,7002,Average,Average,7,0,Split Level,1,Frame Vinyl,1014,3,2,528,449,79,1,466,0,151779,161786,151779,161786,RS,1542,Yes,No,Yes,No,0.8503787878787878,No,22,514,211300
414070015,RS,130,111,111,704,7002,Average,Average,7,0,Bi Level 1 Story,1,Frame Vinyl,1038,4,3,528,528,0,1,442,0,158394,168823,158394,168823,RS,1588,Yes,No,Yes,Yes,1,No,22,397,184512
414070026,RS,130,111,111,704,7002,Average,Average,7,0,Split Level,1,Frame Vinyl,1272,4,3,748,748,0,1,442,0,180681,192533,180681,192533,RS,2020,Yes,No,Yes,Yes,1,No,22,505,189700
414070028,RS,130,111,111,704,7002,Average,Average,7,0,Split Level,1,Frame Vinyl,1028,3,2.75,616,528,88,1,466,0,159992,170523,159992,170523,RS,1556,Yes,No,Yes,No,0.8571428571428571,No,22,518.6666666666666,215700
414070030,RS,130,111,111,704,7002,Average,Average,7,0,Bi Level 1 Story,1,Frame Vinyl,1014,4,2.75,528,528,0,1,466,0,157315,167675,157315,167675,RS,1586,Yes,No,Yes,Yes,1,No,22,396.5,232200
414090009,RS,45,111,111,184,1838,Above Average,Average,6,0,2 Story,2,Frame Stucco,2790,4,3.5,1484,1484,0,1,805,0,389808,410640,389808,410640,RS,4274,Yes,No,Yes,Yes,1,No,21,1068.5,378200
414100201,RS,10,111,111,107,1016,Average,Average,8,0,2 Story,2,Other,1525,2,2.5,1050,1050,0,1,0,480,202250,221243,202250,221243,RS,2575,No,Yes,Yes,Yes,1,No,25,1287.5,219506
414120138,RS,130,111,111,706,7009,Average,Average,7,0,Ranch 1 Story,1,Frame Stucco,1515,3,2,1487,0,1487,1,484,0,195847,208667,195847,208667,RS,3207,Yes,No,Yes,No,0,No,22,1069,202900
414120140,RS,130,111,111,706,7009,Average,Average,6,0,2 Story,2,Frame Stucco,2418,4,3.5,1488,1488,0,1,572,0,302328,318556,302328,318556,RS,4098,Yes,No,Yes,Yes,1,No,21,1024.5,356800
414150006,RS,90,111,111,506,5026,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1820,3,3.5,1734,606,1128,1,504,0,248963,262382,248963,262382,RS,3555,Yes,No,Yes,No,0.3494809688581315,No,21,1185,233600
414150020,RS,90,111,111,501,5025,Below Average,Above Average,12,0.9,Ranch 1 Story,1,Frame Vinyl,767,2,2,767,767,0,1,0,576,124704,137372,124704,137372,RS,1543,No,Yes,Yes,Yes,1,Yes,81,771.5,122900
414170024,RS,40,111,111,173,1708,Above Average,Average,6,0,2 Story,2,Frame Stucco,3014,4,3.75,1622,1623,-1,2,980,0,513372,540708,539508,571822,RS,4638,Yes,No,Yes,No,1.000616522811344,No,21,1159.5,426500
414170028,RS,40,111,111,173,1708,Above Average,Average,5,0,2 Story,2,Frame Stucco,3275,5,5.5,1466,1393,73,1,905,0,509360,530583,509360,530583,RS,4741,Yes,No,Yes,No,0.9502046384720327,No,19,948.2,573400
414250151,RS,130,111,111,706,7009,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1722,3,3,1704,1704,0,1,506,0,273262,287960,273262,287960,RS,3426,Yes,No,Yes,Yes,1,No,21,1142,338400
414250159,RS,130,111,111,706,7009,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1842,3,3.5,1842,1842,0,1,550,0,286830,302221,286830,302221,RS,3684,Yes,No,Yes,Yes,1,No,20,1228,267050
414260001,RS,10,111,111,108,1028,Average,Average,6,0,Split Level,1,Frame Vinyl,1014,3,2,528,528,0,1,442,0,152264,160594,152264,160594,RS,1542,Yes,No,Yes,Yes,1,No,21,514,239700
414300043,RS,45,111,111,183,1803,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,2799,4,3,2799,2519,280,1,995,0,474346,499627,474346,499627,RS,5598,Yes,No,Yes,No,0.8999642729546267,No,21,1399.5,430700
414300046,RS,45,111,111,183,1803,Above Average,Average,6,0,Ranch 1 Story,1,Frame Masonry Veneer,1852,3,3.5,1852,1852,0,2,804,0,369412,388855,369412,388855,RS,3980,Yes,No,Yes,Yes,1,No,20,1326.6666666666667,294100
414360008,RSOB,140,111,111,715,Other,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,2876,6,4.5,2970,2804,166,2,1312,1520,603054,636192,615930,650992,RSOB,5846,Yes,Yes,Yes,No,0.9441077441077441,No,19,974.3333333333334,611000
414400012,RS,70,111,111,308,3004,Above Average,Average,5,0,Ranch 1 Story,1.5,Frame Stucco,3022,5,6,2561,2561,0,2,1127,0,591293,616201,591293,616201,RS,5583,Yes,No,Yes,Yes,1,No,19,1116.6,446500
414400017,RS,70,111,111,308,3004,Above Average,Average,5,0,2 Story,2,Frame Stucco,2438,4,3.5,1388,1388,0,1,1084,0,373879,389728,373879,389728,RS,4157,Yes,No,Yes,Yes,1,No,19,1039.25,366100
414420002,RS,45,111,111,185,Other,Average,Average,6,0,2 Story,2,Frame Vinyl,1946,3,3.5,984,984,0,1,650,0,251098,264314,251098,264314,RS,3218,Yes,No,Yes,Yes,1,No,20,1072.6666666666667,290200
414420015,RS,45,111,111,185,Other,Above Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1690,3,2.75,1654,1654,0,1,676,0,324688,338488,324688,338488,RS,3344,Yes,No,Yes,Yes,1,No,19,1114.6666666666667,296705
414430005,RS,150,111,111,729,7218,Average,Average,5,0,Split Level,1.5,Frame Stucco,1269,4,3,946,946,0,1,462,0,195405,203547,195405,203547,RS,2667,Yes,No,Yes,Yes,1,No,19,666.75,171700
414430009,RS,150,111,111,729,7218,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1283,3,3,1283,1283,0,1,504,0,212284,221129,212284,221129,RS,2566,Yes,No,Yes,Yes,1,No,19,855.3333333333334,239100
414430014,RS,150,111,111,729,7218,Average,Average,5,0,Ranch 1 Story,1.5,Frame Stucco,1587,3,3,1359,977,382,1,520,0,234357,244122,234357,244122,RS,2946,Yes,No,Yes,No,0.7189109639440765,No,18,982,280000
414430022,RS,150,111,111,729,7218,Average,Average,5,0,Bi Level 1 Story,2,Frame Stucco,1269,3,3,946,899,47,2,462,0,199833,208159,199833,208159,RS,2215,Yes,No,Yes,No,0.9503171247357294,No,19,738.3333333333334,227600
414460012,RS,10,111,111,107,1053,Average,Average,5,0,2 Story,2,Frame Stucco,1606,3,3.25,623,561,62,1,399,0,203455,212182,203455,212182,RS,2229,Yes,No,Yes,No,0.9004815409309791,No,18,743,223500
414460019,RS,10,111,111,107,1053,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1225,3,2.75,1113,1057,56,1,420,0,199567,210365,199567,210365,RS,2469,Yes,No,Yes,No,0.949685534591195,No,20,823,241300
414460022,RS,10,111,111,107,1053,Average,Average,6,0,Split Level,2,Frame Stucco,1839,4,2.5,473,0,473,1,420,0,196577,207218,196577,207218,RS,2314,Yes,No,Yes,No,0,No,20,578.5,223200
414460032,RS,10,111,111,107,1053,Average,Average,6,0,Split Level,2,Frame Stucco,1698,3,2.5,552,552,0,1,441,0,204085,214826,204085,214826,RS,2250,Yes,No,Yes,Yes,1,No,20,750,288100
414460032,RS,10,111,111,107,1053,Average,Average,6,0,Split Level,2,Frame Stucco,1698,3,2.5,552,552,0,1,441,0,204085,214826,204085,214826,RS,2106,Yes,No,Yes,Yes,1,No,20,702,228000
414460035,RS,10,111,111,107,1053,Average,Average,4,0,Bi Level 1 Story,1,Frame Stucco,1062,3,1.75,432,324,108,1,480,0,154058,158823,154058,158823,RS,1494,Yes,No,Yes,No,0.75,No,17,498,191000
414510105,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1347,3,2.5,0,0,0,1,441,0,144229,150489,144229,150489,RS,1346,Yes,No,No,No,0,No,18,448.6666666666667,150000
414510107,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1363,3,2.5,0,0,0,1,441,0,145408,151717,145408,151717,RS,1363,Yes,No,No,No,0,No,18,454.3333333333333,171900
414510108,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,865,2,1.75,865,865,0,1,484,0,151322,159286,151322,159286,RS,1730,Yes,No,Yes,Yes,1,No,20,865,164200
414510110,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Vinyl,1602,3,3,925,925,0,1,484,0,208916,219912,208916,219912,RS,2527,Yes,No,Yes,Yes,1,No,20,842.3333333333334,275000
414510120,RS,39,111,111,161,1601,Average,Average,7,0,Split Level,1,Frame Vinyl,990,3,2,528,396,132,1,480,0,139368,148498,139368,148498,RS,1944,Yes,No,Yes,No,0.75,No,19,648,160500
414510122,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1248,3,2.5,0,0,0,1,490,0,137899,143916,137899,143916,RS,1314,Yes,No,No,No,0,No,19,438,149400
414510124,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1248,3,2.5,0,0,0,1,490,0,136455,142411,136455,142411,RS,1331,Yes,No,No,No,0,No,19,443.6666666666667,142000
414510125,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1249,3,2.5,0,0,0,1,490,0,136536,142496,136536,142496,RS,1249,Yes,No,No,No,0,No,19,416.3333333333333,165200
414510126,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1247,3,2.5,0,0,0,1,490,0,136374,142327,136374,142327,RS,1300,Yes,No,No,No,0,No,19,433.3333333333333,148200
414510127,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1248,3,2.5,0,0,0,1,490,0,136455,142411,136455,142411,RS,1273,Yes,No,No,No,0,No,19,424.3333333333333,150100
414510131,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1193,3,2,1175,0,1175,1,462,0,159944,168362,159944,168362,RS,2368,Yes,No,Yes,No,0,No,20,789.3333333333334,162400
414510139,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Vinyl,1789,4,3.25,909,909,0,1,484,0,221443,233098,221443,233098,RS,2601,Yes,No,Yes,Yes,1,No,20,650.25,217750
414510143,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Vinyl,1790,4,2.5,0,0,0,1,484,0,171347,180365,171347,180365,RS,1790,Yes,No,No,No,0,No,20,447.5,212607
414510145,RS,39,111,111,161,1601,Average,Average,6,0,1½ Story Fin,2,Frame Vinyl,1602,3,2,875,350,525,1,506,0,189716,199701,189716,199701,RS,2477,Yes,No,Yes,No,0.4,No,20,825.6666666666666,163800
414510152,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Vinyl,1790,4,3.5,908,863,45,1,484,0,228310,240326,228310,240326,RS,2698,Yes,No,Yes,No,0.9504405286343612,No,20,674.5,222000
414510154,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Vinyl,1790,4,2.5,908,0,908,1,484,0,192195,202311,192195,202311,RS,2672,Yes,No,Yes,No,0,No,20,668,265200
414510162,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1392,3,2.5,0,0,0,1,416,0,145968,152050,145968,152050,RS,1468,Yes,No,No,No,0,No,19,489.3333333333333,182800
414510163,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1377,3,2.5,0,0,0,1,416,0,144865,150901,144865,150901,RS,1377,Yes,No,No,No,0,No,19,459,169800
414510169,RS,39,111,111,161,1601,Average,Average,5,0,2 Story,2,Frame Stucco,1383,3,2.5,0,0,0,1,441,0,147306,153444,147306,153444,RS,1383,Yes,No,No,No,0,No,18,461,164900
414520317,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1997,4,4,1250,1250,0,1,420,0,264698,278924,264698,278924,RS,3247,Yes,No,Yes,Yes,1,No,20,811.75,256500
414520318,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1182,3,3,1170,1053,117,1,420,0,195873,206477,195873,206477,RS,2352,Yes,No,Yes,No,0.9,No,20,784,200800
414520321,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1997,3,3.5,1250,1250,0,1,420,0,258514,272415,258514,272415,RS,3247,Yes,No,Yes,Yes,1,No,20,1082.3333333333333,330800
414520324,RS,39,111,111,161,1601,Average,Average,6,0,Split Level,2,Frame Stucco,2052,5,2.5,442,0,442,2,460,0,216242,227918,216242,227918,RS,2494,Yes,No,Yes,No,0,No,20,498.8,249200
414520340,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,865,2,2,865,865,0,1,440,0,154446,162870,154446,162870,RS,1730,Yes,No,Yes,Yes,1,No,20,865,226700
414520344,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1091,3,3,1077,1077,0,1,420,0,202822,213792,202822,213792,RS,2168,Yes,No,Yes,Yes,1,No,20,722.6666666666666,206500
414520345,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1710,4,3.5,787,669,118,1,420,0,215306,226933,215306,226933,RS,2497,Yes,No,Yes,No,0.8500635324015248,No,20,624.25,262400
414520345,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1710,4,3.5,787,669,118,1,420,0,215306,226933,215306,226933,RS,2497,Yes,No,Yes,No,0.8500635324015248,No,20,624.25,208000
414520347,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1873,3,4,1094,1094,0,1,400,0,245415,258626,245415,258626,RS,2967,Yes,No,Yes,Yes,1,No,20,989,277400
414520355,RS,39,111,111,161,1601,Average,Average,6,0,Split Level,2,Frame Stucco,1514,3,2.5,621,621,0,1,421,0,195233,205803,195233,205803,RS,2135,Yes,No,Yes,Yes,1,No,20,711.6666666666666,212700
414520356,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1077,3,3,1077,915,162,1,420,0,182944,192867,182944,192867,RS,2154,Yes,No,Yes,No,0.8495821727019499,No,20,718,221900
414550060,RS,130,111,111,706,7009,Average,Average,3,0,2 Story,2,Frame Stucco,2694,4,2.5,1310,0,1310,1,578,0,274271,280052,274271,280052,RS,4336,Yes,No,Yes,No,0,No,14,1084,344900
414560168,RS,130,111,111,706,7009,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1603,3,3.5,1567,1567,0,2,492,0,261293,275340,261293,275340,RS,3200,Yes,No,Yes,Yes,1,No,20,1066.6666666666667,243700
414560170,RS,130,111,111,706,7009,Above Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,2673,4,3,2239,2239,0,2,971,0,437115,460416,437115,460416,RS,4912,Yes,No,Yes,Yes,1,No,20,1228,437700
414580049,RS,10,111,111,107,1053,Average,Average,4,0,2 Story,2,Frame Stucco,2221,5,2,982,0,982,1,418,0,225492,232466,225492,232466,RS,3203,Yes,No,Yes,No,0,No,17,640.6,282800
414580056,RS,10,111,111,107,1053,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1323,3,3,1323,1270,53,1,462,0,221289,230759,221289,230759,RS,2646,Yes,No,Yes,No,0.9599395313681028,No,18,882,228600
414580061,RS,10,111,111,107,1053,Average,Above Average,6,0.5,Bi Level 1 Story,1,Frame Vinyl,1066,3,2.5,652,652,0,1,440,0,163676,171650,163676,171650,RS,1718,Yes,No,Yes,Yes,1,Yes,20,572.6666666666666,198900
414580061,RS,10,111,111,107,1053,Average,Above Average,6,0.5,Bi Level 1 Story,1,Frame Vinyl,1066,3,2.5,652,652,0,1,440,0,163676,171650,163676,171650,RS,1652,Yes,No,Yes,Yes,1,Yes,20,550.6666666666666,137500
414580070,RS,10,111,111,107,1053,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1355,3,3,1355,1355,0,2,400,264,241468,251908,241468,251908,RS,2750,Yes,Yes,Yes,Yes,1,No,18,916.6666666666666,263800
414580074,RS,10,111,111,107,1053,Average,Average,5,0,Ranch 1 Story,1,Frame Stucco,1405,3,2,1385,0,1385,1,400,0,181707,189528,181707,189528,RS,2790,Yes,No,Yes,No,0,No,18,930,308500
414620203,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1077,3,3,1077,969,108,1,420,0,181165,190995,181165,190995,RS,2154,Yes,No,Yes,No,0.8997214484679665,No,20,718,231900
414620203,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Vinyl,1077,3,3,1077,969,108,1,420,0,181165,190995,181165,190995,RS,2154,Yes,No,Yes,No,0.8997214484679665,No,20,718,181775
414620204,RS,39,111,111,161,1601,Average,Above Average,6,0.7,Split Level,2,Frame Stucco,1591,3,2.5,0,0,0,1,460,0,166512,173679,166512,173679,RS,1591,Yes,No,No,No,0,Yes,20,530.3333333333334,222400
414620213,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1591,3,2.5,425,383,42,1,460,0,190462,200781,190462,200781,RS,2016,Yes,No,Yes,No,0.9011764705882352,No,20,672,230300
414620219,RS,39,111,111,161,1601,Average,Average,3,0,2 Story,2,Frame Stucco,2159,4,2.5,1064,213,851,1,462,0,238057,243099,238057,243099,RS,3223,Yes,No,Yes,No,0.20018796992481203,No,14,805.75,245700
414620222,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1111,3,3,1095,1095,0,1,400,0,192931,203380,192931,203380,RS,2215,Yes,No,Yes,Yes,1,No,20,738.3333333333334,230800
414620231,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1595,4,2.5,651,0,651,1,400,0,178470,188158,178470,188158,RS,2246,Yes,No,Yes,No,0,No,20,561.5,244900
414620232,RS,39,111,111,161,1601,Average,Above Average,6,0.8,Other,2,Frame Stucco,1575,3,2.5,0,0,0,1,460,0,164701,170871,164701,170871,RS,1575,Yes,No,No,No,0,Yes,20,525,235700
414620233,RS,39,111,111,161,1601,Average,Average,NA,1,2 Story,2,Frame Stucco,1565,3,2.5,801,0,801,1,430,0,174224,187338,174224,187338,RS,2366,Yes,No,Yes,No,0,Yes,10,788.6666666666666,256400
414620235,RS,39,111,111,161,1601,Average,Average,NA,1,2 Story,2,Frame Stucco,1565,3,2.5,801,0,801,1,430,0,177431,190786,177431,190786,RS,2366,Yes,No,Yes,No,0,Yes,10,788.6666666666666,239700
414620238,RS,39,111,111,161,1601,Average,Average,6,0,2 Story,2,Frame Stucco,1850,4,2.5,0,0,0,1,440,0,183641,193601,183641,193601,RS,1851,Yes,No,No,No,0,No,20,462.75,197000
414620240,RS,39,111,111,161,1601,Average,Above Average,6,0.3,Other,2,Frame Aluminum,1566,3,3,450,450,0,1,440,0,188513,197658,188513,197658,RS,2016,Yes,No,Yes,Yes,1,Yes,20,672,225200
414620242,RS,39,111,111,161,1601,Average,Above Average,6,0.3,Ranch 1 Story,1,Frame Stucco,1095,3,3.75,1095,0,1095,1,400,0,162702,170630,162702,170630,RS,2180,Yes,No,Yes,No,0,Yes,20,726.6666666666666,235600
414620243,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1295,3,3,1263,1237,26,1,420,0,216156,227827,216156,227827,RS,2558,Yes,No,Yes,No,0.9794140934283452,No,20,852.6666666666666,236900
414620244,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1179,3,3,1179,1179,0,1,420,0,199890,210705,199890,210705,RS,2358,Yes,No,Yes,Yes,1,No,20,786,245100
414620248,RS,39,111,111,161,1601,Average,Average,6,0,Split Level,2,Frame Stucco,1466,3,2.5,0,0,0,1,462,0,156926,165185,156926,165185,RS,1466,Yes,No,No,No,0,No,20,488.6666666666667,162350
414620248,RS,39,111,111,161,1601,Average,Average,6,0,Split Level,2,Frame Stucco,1466,3,2.5,0,0,0,1,462,0,156926,165185,156926,165185,RS,1466,Yes,No,No,No,0,No,20,488.6666666666667,237100
414620254,RS,39,111,111,161,1601,Average,Average,6,0,Ranch 1 Story,1,Frame Stucco,1136,3,2,1110,1110,0,1,460,0,189874,200162,189874,200162,RS,2246,Yes,No,Yes,Yes,1,No,20,748.6666666666666,191800
414640015,RS,45,111,111,185,Other,Above Average,Average,5,0,2 Story,2,Frame Stucco,2566,5,4.5,1254,1254,0,2,713,0,418303,435982,418303,435982,RS,4001,Yes,No,Yes,Yes,1,No,18,800.2,367500
414640033,RS,45,111,111,185,Other,Above Average,Average,4,0,2 Story,2,Frame Stucco,3085,4,5.5,1859,1300,559,1,755,0,483972,499188,483972,499188,RS,5566,Yes,No,Yes,No,0.6993006993006993,No,17,1391.5,412100
414640034,RS,45,111,111,185,Other,Above Average,Average,5,0,Ranch 1 Story,1.5,Frame Stucco,2787,6,5.5,1861,1768,93,1,876,0,578781,603168,578781,603168,RS,5120,Yes,No,Yes,No,0.9500268672756582,No,19,853.3333333333334,392200
414650004,RS,130,111,111,707,7022,Above Average,Average,5,0,2 Story,2,Other,3472,5,6.75,2240,2240,0,2,1121,0,643767,670591,645268,676152,RS,5574,Yes,No,Yes,Yes,1,No,19,1114.8,512700
