PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,ACCOUNTNO,MLS_TOTAL_SQFT,IMPROVED
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1678,3,2.25,706,0,706,1,438,0,189941,191860,189941,191860,RS,Yes,No,Yes,No,0,No,3,769.3333333333334,418970332,2308,205300
RS,11,111,111,117,1054,Average,Average,3,0,2 Story,0,Frame Stucco,2246,4,2.5,1306,0,1306,1,408,0,242047,242047,242047,242047,RS,Yes,No,Yes,No,0,No,2,852.25,418970334,3409,270700
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1922,3,2.5,767,0,767,1,440,0,212945,212945,212945,212945,RS,Yes,No,Yes,No,0,No,2,913.3333333333334,418970335,2740,268200
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2341,3,2.5,1066,0,1066,1,498,0,245190,247667,245190,247667,RS,Yes,No,Yes,No,0,No,3,1083,418970336,3249,314530
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2136,3,2.5,1306,0,1306,1,406,0,231651,233991,231651,233991,RS,Yes,No,Yes,No,0,No,3,1136.6666666666667,418970338,3410,255100
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1832,3,2.25,740,0,740,1,440,0,202959,202959,202959,202959,RS,Yes,No,Yes,No,0,No,2,813.3333333333334,418970339,2440,228100
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1832,3,2.25,740,0,740,1,440,0,202959,202959,202959,202959,RS,Yes,No,Yes,No,0,No,2,813.3333333333334,418970339,2440,221515
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1933,3,2.5,725,0,725,1,450,0,211525,211525,211525,211525,RS,Yes,No,Yes,No,0,No,2,854,418970341,2562,230000
RS,11,111,111,117,1054,Average,Average,6,0,2 Story,0,Frame Stucco,1820,3,2.5,704,0,704,1,462,0,203350,203350,203350,203350,RS,Yes,No,Yes,No,0,No,2,793,418970343,2379,215700
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1803,3,2.25,714,0,714,1,440,0,200537,200537,200537,200537,RS,Yes,No,Yes,No,0,No,2,813.3333333333334,418970344,2440,235100
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1708,3,2.25,723,0,723,1,440,0,194153,194153,194153,194153,RS,Yes,No,Yes,No,0,No,2,769.3333333333334,418970345,2308,225200
V,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1844,3,2.5,817,0,817,1,462,0,207034,207034,207034,207034,RS,Yes,No,Yes,No,0,No,1,848,418970346,2544,242895
RS,181,111,111,783,7610,Above Average,Average,6,0,Ranch 1 Story,0,Frame Stucco,2349,2,2.5,2451,1225,1226,1,825,0,390919,394868,390919,394868,RS,Yes,No,Yes,No,0.49979600163198695,No,3,2275,418980087,4550,456759
RS,181,111,111,783,7610,Above Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,2641,3,2.5,2751,0,2751,1,949,0,377519,377519,377519,377519,RS,Yes,No,Yes,No,0,No,2,1752.3333333333333,418980088,5257,513406
RS,181,111,111,783,7610,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2322,3,3.5,2448,0,2448,1,1738,0,377251,377251,377251,377251,RS,Yes,No,Yes,No,0,No,2,1516.6666666666667,418980090,4550,488831
RS,181,111,111,783,7610,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2178,3,2.5,2382,0,2382,1,783,0,326696,326696,326696,326696,RS,Yes,No,Yes,No,0,No,2,1552.3333333333333,418980091,4657,442135
RS,181,111,111,783,7610,Average,Average,2,0,2 Story,0,Frame Stucco,2566,5,2.5,1672,0,1672,1,484,0,272278,272278,272278,272278,RS,Yes,No,Yes,No,0,No,2,832.2,418980098,4161,398170
RS,181,111,111,783,7610,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2606,3,2.5,2684,0,2684,1,1263,0,379780,379780,379780,379780,RS,Yes,No,Yes,No,0,No,2,1752.3333333333333,418980100,5257,517195
RS,181,111,111,783,7610,Above Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1896,3,2.5,2042,0,2042,1,624,0,288992,288992,312118,312118,RS,Yes,No,Yes,No,0,No,2,1284.3333333333333,418980102,3853,344400
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1914,3,2.5,1188,1188,0,1,462,0,251159,253696,251159,253696,RSP,Yes,No,Yes,Yes,1,No,3,1009.3333333333334,419000001,3028,330000
RSP,38,119,111,151,1586,Average,Average,3,0,2 Story,0,Frame Stucco,1914,3,2.5,726,0,726,1,462,0,208012,210113,208012,210113,RSP,Yes,No,Yes,No,0,No,3,876,419000002,2628,221850
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1914,3,2.5,726,0,726,1,462,0,208012,210113,208012,210113,RSP,Yes,No,Yes,No,0,No,3,876,419000003,2628,232590
RSP,38,119,111,151,1586,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1340,3,3,1781,1781,0,1,441,0,247488,249988,247488,249988,RSP,Yes,No,Yes,Yes,1,No,3,1053.6666666666667,419000004,3161,297875
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1660,3,2.5,582,361,221,1,0,0,188716,190622,188716,190622,RSP,No,No,Yes,No,0.6202749140893471,No,3,753.3333333333334,419000005,2260,234500
RSP,38,119,111,151,1586,Average,Average,4,0,2 Story,0,Frame Stucco,1914,3,2.5,726,0,726,1,462,0,208012,210113,208012,210113,RSP,Yes,No,Yes,No,0,No,3,876,419000006,2628,224000
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1914,3,2.5,726,0,726,1,462,0,208012,210113,208012,210113,RSP,Yes,No,Yes,No,0,No,3,876,419000007,2628,217400
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1914,3,2.5,726,0,726,1,462,0,208012,210113,208012,210113,RSP,Yes,No,Yes,No,0,No,3,876,419000008,2628,204000
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1716,3,2.5,616,0,616,1,462,0,192151,194092,192151,194092,RSP,Yes,No,Yes,No,0,No,3,753.3333333333334,419000009,2260,206110
RSP,38,119,111,151,1586,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1393,2,3,1393,1254,139,1,441,0,232191,232191,232191,232191,RSP,Yes,No,Yes,No,0.9002153625269204,No,2,1380.5,419000010,2761,240700
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,215715,215715,215715,215715,RSP,Yes,No,Yes,No,0,No,2,876,419000011,2628,223700
RSP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,216078,216078,216078,216078,RSP,Yes,No,Yes,No,0,No,2,876,419000012,2628,201744
RSP,38,119,111,151,1586,Average,Average,3,0,Ranch 1 Story,0,Frame Stucco,1393,2,3.5,1834,1651,183,1,441,0,254980,254980,254980,254980,RSP,Yes,No,Yes,No,0.9002181025081788,No,2,1580.5,419000013,3161,292549
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1704,3,2.5,604,0,604,1,462,0,193743,193743,193743,193743,RSP,Yes,No,Yes,No,0,No,2,753.3333333333334,419000014,2260,234500
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,2,876,419000016,2628,215280
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,2,876,419000017,2628,214000
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1716,3,2.5,604,0,604,1,462,0,193872,193872,193872,193872,RSP,Yes,No,Yes,No,0,No,2,749.6666666666666,419000018,2249,237245
RSP,38,119,111,151,1586,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1393,2,3,1834,1834,0,1,441,0,254691,254691,254691,254691,RSP,Yes,No,Yes,Yes,1,No,2,1580.5,419000019,3161,305489
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1914,3,2.5,726,0,726,1,462,0,210204,210204,210204,210204,RSP,Yes,No,Yes,No,0,No,2,876,419000021,2628,214150
RSP,38,119,111,151,1586,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1340,2,3,1781,1781,0,1,441,0,252016,252016,252016,252016,RSP,Yes,No,Yes,Yes,1,No,2,1580.5,419000022,3161,309119
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1942,4,3.25,1190,1071,119,1,462,0,254777,254777,254777,254777,RSP,Yes,No,Yes,No,0.9,No,2,760.5,419000023,3042,265359
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,2,876,419000024,2628,223575
RSP,38,119,111,151,1586,Average,Average,4,0,2 Story,1,Frame Stucco,1966,4,3.5,1214,1214,0,1,462,0,170526,170526,170526,170526,RSP,Yes,No,Yes,Yes,1,No,2,757,419000025,3028,270970
RSP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,2,876,419000026,2628,227310
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1672,3,2.5,594,0,594,1,462,0,191018,191018,191018,191018,RSP,Yes,No,Yes,No,0,No,2,753.3333333333334,419000027,2260,219700
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1716,3,3.5,616,616,0,1,462,0,219361,219361,219361,219361,RSP,Yes,No,Yes,Yes,1,No,1,753.3333333333334,419000028,2260,246300
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214683,214683,214683,214683,RSP,Yes,No,Yes,No,0,No,1,876,419000029,2628,222260
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,4,3.5,752,677,75,1,462,0,241217,241217,241217,241217,RSP,Yes,No,Yes,No,0.9002659574468085,No,1,657,419000030,2628,241489
VP,38,119,111,151,1586,Average,Average,6,0,2 Story,0,Frame Stucco,1966,3,3.5,1214,1092,122,1,462,0,259650,259650,259650,259650,RSP,Yes,No,Yes,No,0.899505766062603,No,1,1009.3333333333334,419000031,3028,266975
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,2008,4,3.5,1221,1099,122,1,462,0,262238,262238,262238,262238,RSP,Yes,No,Yes,No,0.9000819000819,No,1,827,419000032,3308,291635
VP,38,119,111,151,1586,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1467,3,3,1908,1717,191,1,441,0,262236,262236,262236,262236,RSP,Yes,No,Yes,No,0.899895178197065,No,1,1107.6666666666667,419000033,3323,303950
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000034,2628,237160
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000035,2628,241855
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000056,2628,251990
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000057,2628,228020
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000058,2628,231470
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000059,2628,256360
VP,38,119,111,151,1586,Average,Average,3,0,2 Story,0,Frame Stucco,1964,3,2.5,1213,0,1213,1,461,0,221242,221242,221242,221242,RSP,Yes,No,Yes,No,0,No,1,1009.3333333333334,419000060,3028,263320
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000061,2628,223410
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,3.5,1214,1214,0,1,462,0,262347,262347,262347,262347,RSP,Yes,No,Yes,Yes,1,No,1,1009.3333333333334,419000062,3028,280110
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000063,2628,251765
VP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,3.5,1214,1093,121,1,462,0,259679,259679,259679,259679,RSP,Yes,No,Yes,No,0.9003294892915981,No,1,1009.3333333333334,419000064,3028,328400
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214815,214815,214815,214815,RSP,Yes,No,Yes,No,0,No,1,876,419000065,2628,224020
VP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,752,0,752,1,462,0,214090,214090,214090,214090,RSP,Yes,No,Yes,No,0,No,1,876,419000066,2628,239400
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,1230,1107,123,1,462,0,253724,253724,253724,253724,RSP,Yes,No,Yes,No,0.9,No,2,1009.3333333333334,419000067,3028,250510
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,1230,0,1230,1,462,0,221698,221698,221698,221698,RSP,Yes,No,Yes,No,0,No,2,876,419000068,2628,236720
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1966,3,2.5,1230,0,1230,1,462,0,221698,221698,221698,221698,RSP,Yes,No,Yes,No,0,No,2,1009.3333333333334,419000069,3028,238460
RSP,38,119,111,151,1586,Average,Average,6,0,2 Story,0,Frame Siding,1914,3,3.5,1204,1204,0,1,462,0,258216,258216,258216,258216,RSP,Yes,No,Yes,Yes,1,No,2,1009.3333333333334,419000070,3028,294435
RSP,38,119,111,151,1586,Average,Average,2,0,2 Story,0,Frame Stucco,1914,3,3.5,742,742,0,1,462,0,238362,238362,238362,238362,RSP,Yes,No,Yes,Yes,1,No,2,876,419000071,2628,243725
RSP,38,119,111,151,1586,Average,Average,1,0,2 Story,0,Frame Stucco,1966,3,2.5,1230,0,1230,1,462,0,221698,221698,221698,221698,RSP,Yes,No,Yes,No,0,No,2,1009.3333333333334,419000072,3028,243260
RS,10,111,111,102,1056,Above Average,Average,2,0,2 Story,0,Frame Stucco,3665,4,3.5,2543,0,2543,1,927,0,436905,436905,436905,436905,RS,Yes,No,Yes,No,0,No,2,1401.25,419010013,5605,700595
RS,10,111,111,102,1056,Above Average,Average,2,0,2 Story,0,Frame Stucco,3034,4,3.25,1496,0,1496,1,704,0,366294,366294,366294,366294,RS,Yes,No,Yes,No,0,No,2,1019.5,419010025,4078,572295
V,95,111,111,508,3606,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,2056,3,2.5,2056,0,2056,1,484,0,265243,265243,265243,265243,RS,Yes,No,Yes,No,0,No,1,1301,419080003,3903,388750
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2952,4,3,1772,0,1772,1,748,0,404271,404271,404271,404271,RS,Yes,No,Yes,No,0,No,1,1195.25,419090301,4781,439827
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2341,3,3,1099,0,1099,1,726,0,335447,335447,335447,335447,RS,Yes,No,Yes,No,0,No,2,1182.3333333333333,419090302,3547,370200
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3162,4,4.25,1856,0,1856,1,796,0,437664,437664,437664,437664,RS,Yes,No,Yes,No,0,No,1,1195.25,419090303,4781,519400
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2480,3,3,1214,0,1214,1,420,0,343032,343032,343032,343032,RS,Yes,No,Yes,No,0,No,1,1182.3333333333333,419090304,3547,372446
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2285,4,3,1061,0,1061,1,913,0,334050,334050,334050,334050,RS,Yes,No,Yes,No,0,No,2,840,419090307,3360,378398
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,1506,3,2.5,1506,0,1506,1,924,0,264829,264829,264829,264829,RS,Yes,No,Yes,No,0,No,1,1001,419090308,3003,335400
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2537,3,4.25,2537,1903,634,1,872,0,502113,502113,502113,502113,RS,Yes,No,Yes,No,0.7500985415845487,No,2,1661,419090309,4983,573257
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2082,4,3,1012,0,1012,1,748,0,309831,309831,309831,309831,RS,Yes,No,Yes,No,0,No,2,776.25,419090310,3105,341000
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2853,4,3,1929,0,1929,1,528,0,392072,392072,392072,392072,RS,Yes,No,Yes,No,0,No,2,1077.5,419090311,4310,442702
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2497,4,3,1628,0,1628,1,840,0,359122,359122,359122,359122,RS,Yes,No,Yes,No,0,No,2,1017.25,419090312,4069,375986
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2493,4,3,1191,0,1191,1,577,0,349015,349015,349015,349015,RS,Yes,No,Yes,No,0,No,2,893.25,419090313,3573,380874
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2850,4,4.25,1800,1710,90,1,770,0,480353,480353,480353,480353,RS,Yes,No,Yes,No,0.95,No,2,1147.5,419090314,4590,563468
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2890,4,3,1824,0,1824,1,506,0,391731,391731,391731,391731,RS,Yes,No,Yes,No,0,No,2,1195.25,419090315,4781,385433
V,19,111,111,905,1652,Above Average,Average,3,0,2 Story,0,Frame Siding,2925,4,4.25,1917,1821,96,2,873,0,509388,509388,509388,509388,RS,Yes,No,Yes,No,0.9499217527386542,No,1,1146.5,419090316,4586,654110
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2142,3,3,2142,0,2142,1,813,0,364882,364882,364882,364882,RS,Yes,No,Yes,No,0,No,2,1443.6666666666667,419090319,4331,497034
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2598,4,3,1674,0,1674,1,770,0,372083,372083,372083,372083,RS,Yes,No,Yes,No,0,No,2,1042.25,419090321,4169,373825
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2952,4,3,1772,0,1772,1,748,0,404271,404271,404271,404271,RS,Yes,No,Yes,No,0,No,2,1195.25,419090322,4781,497925
RS,19,111,111,905,1652,Above Average,Average,2,0,Ranch 1 Story,0,Frame Siding,1799,3,3,1799,0,1799,1,462,0,307535,307535,307535,307535,RS,Yes,No,Yes,No,0,No,2,1166.6666666666667,419090323,3500,324324
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2343,3,4.25,1241,1179,62,1,770,0,404334,404334,404334,404334,RS,Yes,No,Yes,No,0.9500402900886382,No,2,1119.6666666666667,419090324,3359,471087
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,1993,3,3,1993,0,1993,1,814,0,342133,342133,342133,342133,RS,Yes,No,Yes,No,0,No,2,1377,419090325,4131,346900
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2284,4,3,1272,0,1272,1,726,0,333794,333794,333794,333794,RS,Yes,No,Yes,No,0,No,2,776.25,419090327,3105,348523
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2352,3,3,1129,0,1129,1,796,0,333964,333964,333964,333964,RS,Yes,No,Yes,No,0,No,2,1153,419090328,3459,447526
RS,19,111,111,905,1652,Above Average,Average,4,0,2 Story,0,Frame Siding,3060,5,4.25,1820,0,1820,1,818,0,432162,432162,432162,432162,RS,Yes,No,Yes,No,0,No,2,956.2,419090329,4781,533412
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,3106,4,3,1809,0,1809,1,506,0,419194,419194,419194,419194,RS,Yes,No,Yes,No,0,No,2,1220.25,419090330,4881,547593
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,3461,4,3,1705,0,1705,1,809,0,456574,456574,456574,456574,RS,Yes,No,Yes,No,0,No,2,1144.25,419090331,4577,510125
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3116,5,3,1861,0,1861,1,818,0,422410,422410,422410,422410,RS,Yes,No,Yes,No,0,No,2,956.2,419090333,4781,553854
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,3256,3,6.75,2679,2679,0,2,651,0,643986,643986,643986,643986,RS,Yes,No,Yes,Yes,1,No,2,1678.6666666666667,419090334,5036,839854
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2980,4,5,1748,1573,175,2,523,0,505499,505499,505499,505499,RS,Yes,No,Yes,No,0.8998855835240275,No,1,1169.25,419090335,4677,671946
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2423,4,3,1169,0,1169,1,726,0,349696,349696,349696,349696,RS,Yes,No,Yes,No,0,No,2,886.75,419090336,3547,408354
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3096,4,3,1847,0,1847,1,987,0,424809,424809,424809,424809,RS,Yes,No,Yes,No,0,No,2,1077.5,419090337,4310,534698
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2718,4,3,1636,0,1636,1,616,0,382899,382899,382899,382899,RS,Yes,No,Yes,No,0,No,2,1017.25,419090338,4069,504511
V,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2035,2,2,1710,0,1710,1,498,0,251221,251221,251221,251221,RS,Yes,No,Yes,No,0,No,1,1849.5,419100215,3699,274600
V,11,111,111,117,1054,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1799,2,1.75,1779,916,863,1,460,0,257831,257831,257831,257831,RS,Yes,No,Yes,No,0.5148960089938167,No,1,2209.5,419100218,4419,272300
V,11,111,111,117,1054,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1978,2,2,1638,0,1638,1,504,0,246514,246514,246514,246514,RS,Yes,No,Yes,No,0,No,1,1790,419100223,3580,269600
V,11,111,111,117,1054,Average,Average,3,0,Ranch 1 Story,0,Frame Stucco,1579,2,2,1732,0,1732,1,483,0,216544,216544,216544,216544,RS,Yes,No,Yes,No,0,No,1,1647.5,419100225,3295,233500
V,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1798,2,2.25,1778,0,1778,1,460,0,233977,233977,233977,233977,RS,Yes,No,Yes,No,0,No,1,1801,419100226,3602,240645
V,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1427,2,2,1407,0,1407,1,420,0,195428,195428,195428,195428,RS,Yes,No,Yes,No,0,No,1,1415,419100227,2830,211900
V,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1427,2,2,1407,545,862,1,420,0,212601,212601,212601,212601,RS,Yes,No,Yes,No,0.38734896943852165,No,1,1415,419100230,2830,222800
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1799,2,2.25,1779,0,1779,1,460,0,234077,234077,234077,234077,RS,Yes,No,Yes,No,0,No,2,1801,419100231,3602,239800
RS,11,111,111,117,1054,Average,Average,5,0,Ranch 1 Story,0,Frame Stucco,1561,2,2,1711,0,1711,1,504,0,215053,215053,215053,215053,RS,Yes,No,Yes,No,0,No,2,1647.5,419100234,3295,228900
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2018,2,2,1710,0,1710,1,498,0,249795,249795,249795,249795,RS,Yes,No,Yes,No,0,No,2,1839.5,419100236,3679,272000
V,11,111,111,117,1054,Average,Average,3,0,Ranch 1 Story,0,Frame Stucco,1571,2,2,1697,0,1697,1,483,0,214952,214952,214952,214952,RS,Yes,No,Yes,No,0,No,1,1647.5,419100238,3295,233000
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1387,2,2,1476,0,1476,1,460,0,179161,179161,179161,179161,RS,Yes,No,Yes,No,0,No,2,1494,419100239,2988,225900
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1806,2,2.25,1786,0,1786,1,460,0,234680,234680,234680,234680,RS,Yes,No,Yes,No,0,No,2,1801,419100241,3602,235300
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1936,2,2,1712,0,1712,1,500,0,243685,243685,243685,243685,RS,Yes,No,Yes,No,0,No,2,1839.5,419100242,3679,258900
RS,11,111,111,117,1054,Average,Average,6,0,Ranch 1 Story,0,Frame Stucco,1433,2,2,1523,0,1523,1,460,0,199429,199429,199429,199429,RS,Yes,No,Yes,No,0,No,2,1494,419100243,2988,221900
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1575,2,2,1732,0,1732,1,494,0,214485,214485,214485,214485,RS,Yes,No,Yes,No,0,No,2,1650.5,419100244,3301,228900
RS,11,111,111,117,1054,Average,Average,1,0,Ranch 1 Story,0,Frame Stucco,1794,2,2.5,1774,0,1774,1,470,0,233327,233327,233327,233327,RS,Yes,No,Yes,No,0,No,2,1801,419100245,3602,240900
