PROP_TYPE,TX_DIST,PT,SPT,N_GRP,LEA,IMPQUALITY,IMPCONDITIONTYPE,EFFAGE,REMODPCT,BLTASDESCRIPTION,BLTASSTORIES,IMPEXTERIOR,BLTASSF,BEDRMCNT,TOT_BATH,BSMT_TOTAL,BSMT_FIN,BSMT_UNFIN,KITCHENS,ATTGAR,DETGAR,RES_RCNLD,RES_COSTRCN,TOT_RCNLD,TOT_RCN,NEW_PT,HAS_ATTGAR,HAS_DETGAR,HAS_BSMT,BSMT_ISFIN,BSMT_PCTCOMP,IS_REMOD,ACTUAL_AGE,SF_ROOM,ACCOUNTNO,MLS_TOTAL_SQFT,IMPROVED
RS,140,111,111,716,7109,Above Average,Average,1,0,2 Story,0,Frame Stucco,2186,4,2.75,1025,0,1025,1,670,0,279257,282078,279257,282078,RS,Yes,No,Yes,No,0,No,3,813.5,418860123,3254,286050
RS,140,111,111,716,7109,Above Average,Average,2,0,2 Story,0,Frame Stucco,2186,4,2.75,1025,0,1025,1,670,0,279257,282078,279257,282078,RS,Yes,No,Yes,No,0,No,3,802.75,418860123,3211,322100
RS,140,111,111,716,7109,Above Average,Average,2,0,2 Story,0,Frame Stucco,2542,4,2.5,1225,0,1225,1,728,0,313139,316302,313139,316302,RS,Yes,No,Yes,No,0,No,3,965.25,418860124,3861,294450
RS,140,111,111,716,7109,Above Average,Average,1,0,2 Story,0,Frame Stucco,2542,4,2.5,1225,0,1225,1,728,0,310766,313905,310766,313905,RS,Yes,No,Yes,No,0,No,3,965.25,418860125,3861,301690
RS,140,111,111,716,7109,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1660,3,2,1654,0,1654,1,674,0,256335,258924,256335,258924,RS,Yes,No,Yes,No,0,No,3,1119.6666666666667,418860126,3359,276250
RS,140,111,111,716,7109,Above Average,Average,3,0,2 Story,0,Frame Stucco,1988,3,2.25,1092,0,1092,1,686,0,262842,262842,262842,262842,RS,Yes,No,Yes,No,0,No,2,1052.3333333333333,418860128,3157,307490
RS,140,111,111,716,7109,Above Average,Average,6,0,2 Story,0,Frame Stucco,2549,4,2.5,1219,0,1219,1,733,0,317377,317377,317377,317377,RS,Yes,No,Yes,No,0,No,2,965.25,418860129,3861,286900
RS,140,111,111,716,7109,Above Average,Average,2,0,2 Story,0,Frame Stucco,2188,3,2.25,1004,0,1004,1,668,0,277991,277991,277991,277991,RS,Yes,No,Yes,No,0,No,2,1084.6666666666667,418860130,3254,281300
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,3018,4,3,1820,0,1820,1,818,0,410300,410300,410300,410300,RS,Yes,No,Yes,No,0,No,2,1195.75,418870201,4783,510089
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3081,4,3,1663,0,1663,1,822,0,415701,419900,415701,419900,RS,Yes,No,Yes,No,0,No,3,1220.75,418870202,4883,407202
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2434,3,2.5,1162,0,1162,1,584,0,302306,305360,302306,305360,RS,Yes,No,Yes,No,0,No,3,1212.3333333333333,418870203,3637,323024
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2740,4,3,1692,0,1692,1,814,0,387851,391769,387851,391769,RS,Yes,No,Yes,No,0,No,3,1488.25,418870204,5953,330514
RS,19,111,111,905,1652,Above Average,Average,2,0,Ranch 1 Story,0,Frame Siding,2061,3,3,2061,0,2061,1,550,0,344818,348301,344818,348301,RS,Yes,No,Yes,No,0,No,3,1377,418870205,4131,344300
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3029,4,3.5,1537,1383,154,1,510,0,409367,413502,409367,413502,RS,Yes,No,Yes,No,0.8998048145738452,No,3,1170.75,418870206,4683,453854
RS,19,111,111,905,1652,Above Average,Average,3,0,2 Story,0,Frame Siding,2391,4,3,1187,0,1187,1,865,0,343358,346826,343358,346826,RS,Yes,No,Yes,No,0,No,3,959.25,418870207,3837,364208
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2646,4,2.5,1636,0,1636,1,484,0,321695,324944,321695,324944,RS,Yes,No,Yes,No,0,No,3,1110.25,418870208,4441,305258
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3047,4,2.5,1555,0,1555,1,796,0,356569,360171,356569,360171,RS,Yes,No,Yes,No,0,No,3,1170.75,418870209,4683,328302
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2318,3,4.25,2318,2318,0,1,812,0,484159,489049,484159,489049,RS,Yes,No,Yes,Yes,1,No,3,1591,418870210,4773,366736
RS,19,111,111,905,1652,Above Average,Average,6,0,Ranch 1 Story,0,Frame Siding,2318,3,4.25,2318,2318,0,1,812,0,484159,489049,484159,489049,RS,Yes,No,Yes,Yes,1,No,3,1545.3333333333333,418870210,4636,453400
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,3117,4,3,1687,0,1687,1,796,0,414203,418387,414203,418387,RS,Yes,No,Yes,No,0,No,3,1170.75,418870211,4683,460115
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2398,4,3,1174,0,1174,1,598,0,335224,338610,335224,338610,RS,Yes,No,Yes,No,0,No,3,909.25,418870212,3637,303397
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2827,4,3,869,0,869,1,885,0,377998,377998,377998,377998,RS,Yes,No,Yes,No,0,No,2,893.25,418870213,3573,440958
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,1767,4,3,1099,0,1099,1,484,0,272211,272211,272211,272211,RS,Yes,No,Yes,No,0,No,2,840,418870214,3360,324400
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2785,4,3,1783,0,1783,1,770,0,386540,390444,386540,390444,RS,Yes,No,Yes,No,0,No,3,1135.25,418870245,4541,338745
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2453,4,4.25,1611,1611,0,1,484,0,424428,428715,424428,428715,RS,Yes,No,Yes,Yes,1,No,3,1017.25,418870246,4069,353527
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2586,4,3,1761,0,1761,1,840,0,368430,372152,368430,372152,RS,Yes,No,Yes,No,0,No,3,1017.25,418870247,4069,376749
RS,19,111,111,905,1652,Above Average,Average,3,0,2 Story,0,Frame Siding,2387,4,3,1176,0,1176,1,600,0,337680,337680,337680,337680,RS,Yes,No,Yes,No,0,No,2,893.25,418870249,3573,346026
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2241,4,3,1099,0,1099,1,770,0,289523,292447,289523,292447,RS,Yes,No,Yes,No,0,No,3,839.75,418870250,3359,325662
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2473,3,3,1223,0,1223,1,706,0,356060,356060,356060,356060,RS,Yes,No,Yes,No,0,No,1,1215.6666666666667,418870251,3647,394380
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2360,4,4.25,1176,0,1176,1,598,0,347038,347038,347038,347038,RS,Yes,No,Yes,No,0,No,2,893.25,418870252,3573,342179
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2109,3,2.5,2109,0,2109,1,792,0,310269,313403,310269,313403,RS,Yes,No,Yes,No,0,No,3,1412,418870253,4236,342187
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2251,3,3,1099,0,1099,1,770,0,327756,327756,327756,327756,RS,Yes,No,Yes,No,0,No,2,1119.6666666666667,418870254,3359,341800
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2439,3,3,1169,0,1169,1,726,0,345499,345499,345499,345499,RS,Yes,No,Yes,No,0,No,2,1182.3333333333333,418870255,3547,379600
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3134,4,3,1880,0,1880,1,488,0,417335,417335,417335,417335,RS,Yes,No,Yes,No,0,No,2,1234,418870256,4936,443034
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2305,3,3,1099,0,1099,1,770,0,333535,333535,333535,333535,RS,Yes,No,Yes,No,0,No,2,1120,418870257,3360,382604
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,3119,4,4.25,1987,0,1987,1,818,0,437034,437034,437034,437034,RS,Yes,No,Yes,No,0,No,2,1245.25,418870258,4981,458284
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2984,4,3,1943,0,1943,1,770,0,408245,412369,408245,412369,RS,Yes,No,Yes,No,0,No,3,1147.5,418870259,4590,382161
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2538,2,3,2662,0,2662,1,1365,0,469039,469039,469039,469039,RS,Yes,No,Yes,No,0,No,2,2652,418870260,5304,444579
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2538,2,3,2662,0,2662,1,1365,0,469039,469039,469039,469039,RS,Yes,No,Yes,No,0,No,2,2673,418870260,5346,506200
V,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2847,4,3,1702,0,1702,1,747,0,394008,394008,394008,394008,RS,Yes,No,Yes,No,0,No,1,1130.25,418870261,4521,538400
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2261,3,3,1239,0,1239,1,770,0,328084,331398,328084,331398,RS,Yes,No,Yes,No,0,No,3,1247,418880225,3741,368742
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3025,4,3,1653,0,1653,1,787,0,414770,418960,414770,418960,RS,Yes,No,Yes,No,0,No,3,1220.75,418880226,4883,422752
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3025,4,3,1653,0,1653,1,787,0,414770,418960,414770,418960,RS,Yes,No,Yes,No,0,No,3,1144.25,418880226,4577,549100
RS,19,111,111,905,1652,Above Average,Average,2,0,Ranch 1 Story,0,Frame Siding,1907,3,3,1907,0,1907,1,835,0,333740,333740,333740,333740,RS,Yes,No,Yes,No,0,No,2,1268.6666666666667,418880227,3806,396794
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2213,4,2.5,1078,0,1078,1,590,0,279745,282571,279745,282571,RS,Yes,No,Yes,No,0,No,3,823.75,418880228,3295,278696
RS,19,111,111,905,1652,Above Average,Average,4,0,2 Story,0,Frame Siding,2213,4,2.5,1078,0,1078,1,590,0,279745,282571,279745,282571,RS,Yes,No,Yes,No,0,No,3,861.75,418880228,3447,346800
RS,19,111,111,905,1652,Above Average,Average,6,0,2 Story,0,Frame Siding,2374,4,3.5,1207,1178,29,1,575,0,342613,346074,342613,346074,RS,Yes,No,Yes,No,0.975973487986744,No,3,909.25,418880229,3637,339310
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2191,4,2.5,1078,0,1078,1,590,0,275569,278353,275569,278353,RS,Yes,No,Yes,No,0,No,3,823.75,418880230,3295,243883
RS,19,111,111,905,1652,Above Average,Average,1,0,Ranch 1 Story,0,Frame Siding,2026,3,3,2026,0,2026,1,638,0,339405,339405,339405,339405,RS,Yes,No,Yes,No,0,No,2,1386.3333333333333,418880231,4159,348571
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2421,4,3,1199,0,1199,1,893,0,343782,347255,343782,347255,RS,Yes,No,Yes,No,0,No,3,909.25,418880232,3637,394188
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2401,4,3,1205,0,1205,1,557,0,334880,338263,334880,338263,RS,Yes,No,Yes,No,0,No,3,909.25,418880233,3637,331123
RS,19,111,111,905,1652,Above Average,Average,0,0,2 Story,0,Frame Siding,2478,4,4.25,1682,841,841,1,770,0,357718,361331,357718,361331,RS,Yes,No,Yes,No,0.5,No,3,1195.75,418880234,4783,342776
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2836,4,2.5,1815,0,1815,1,484,0,339315,342742,339315,342742,RS,Yes,No,Yes,No,0,No,3,1110.25,418880235,4441,343766
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2550,3,3,1729,0,1729,1,528,0,357137,360744,357137,360744,RS,Yes,No,Yes,No,0,No,3,1423,418880236,4269,382140
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2382,4,3,1160,0,1160,1,858,0,338620,342040,338620,342040,RS,Yes,No,Yes,No,0,No,3,909.25,418880237,3637,358778
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2229,3,3,1148,0,1148,1,440,0,280082,282911,280082,282911,RS,Yes,No,Yes,No,0,No,3,1074.6666666666667,418880238,3224,282617
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2314,3,3,1144,0,1144,1,484,0,325228,328513,325228,328513,RS,Yes,No,Yes,No,0,No,3,1188.6666666666667,418880239,3566,263331
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2275,4,3,1220,0,1220,1,582,0,329034,329034,329034,329034,RS,Yes,No,Yes,No,0,No,2,823.5,418880240,3294,330058
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2262,4,3,1096,0,1096,1,922,0,328935,332258,328935,332258,RS,Yes,No,Yes,No,0,No,3,1195.75,418880241,4783,299115
RS,19,111,111,905,1652,Above Average,Average,4,0,2 Story,0,Frame Siding,2354,4,3,1154,0,1154,1,578,0,327441,330748,327441,330748,RS,Yes,No,Yes,No,0,No,3,909.25,418880242,3637,351823
RS,19,111,111,905,1652,Above Average,Average,2,0,Ranch 1 Story,0,Frame Siding,2221,2,3,2221,0,2221,1,792,0,367240,367240,367240,367240,RS,Yes,No,Yes,No,0,No,2,2118,418880243,4236,350730
RS,140,111,111,714,7111,Average,Above Average,15,0.6,Ranch 1 Story,1,Frame Masonry Veneer,1432,3,2.5,1432,1432,0,1,780,0,228226,259348,230773,272082,RS,Yes,No,Yes,Yes,1,Yes,38,1000,418890001,3000,233000
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1567,3,2.5,750,0,750,1,441,0,185784,187661,185784,187661,RS,Yes,No,Yes,No,0,No,3,780.3333333333334,418910903,2341,179000
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2078,3,2.5,903,0,903,1,472,0,225501,227779,225501,227779,RS,Yes,No,Yes,No,0,No,3,996.3333333333334,418910905,2989,208600
RS,11,111,111,117,1054,Average,Average,6,0,2 Story,0,Frame Stucco,2278,4,2.5,1580,0,1580,1,472,0,249624,252145,249624,252145,RS,Yes,No,Yes,No,0,No,3,975,418910906,3900,246500
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2016,3,2.5,877,0,877,1,483,0,220570,222798,220570,222798,RS,Yes,No,Yes,No,0,No,3,963.3333333333334,418910907,2890,218600
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2016,3,2.5,877,0,877,1,483,0,220570,222798,220570,222798,RS,Yes,No,Yes,No,0,No,3,964.3333333333334,418910907,2893,244735
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1702,3,2.5,843,0,843,1,498,0,199044,201055,199044,201055,RS,Yes,No,Yes,No,0,No,3,863,418910908,2589,186000
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2332,4,3.5,1609,0,1609,1,440,0,259431,262052,259431,262052,RS,Yes,No,Yes,No,0,No,3,974.25,418910909,3897,235300
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2027,3,2.5,877,0,877,1,483,0,221406,223642,221406,223642,RS,Yes,No,Yes,No,0,No,3,968,418910910,2904,272400
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2323,4,2.5,1570,0,1570,1,483,0,255476,255476,255476,255476,RS,Yes,No,Yes,No,0,No,2,974.25,418910914,3897,263900
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1752,3,2.5,924,0,924,1,500,0,206930,209020,206930,209020,RS,Yes,No,Yes,No,0,No,3,891.3333333333334,418910915,2674,179000
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2132,3,2.5,909,0,909,1,483,0,231688,234028,231688,234028,RS,Yes,No,Yes,No,0,No,3,996.3333333333334,418910916,2989,219888
RS,11,111,111,117,1054,Average,Average,4,0,2 Story,0,Frame Stucco,1772,3,2.5,924,0,924,1,496,0,210351,210351,210351,210351,RS,Yes,No,Yes,No,0,No,2,891.3333333333334,418910918,2674,195800
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2307,3,2.5,1570,0,1570,1,483,0,254291,254291,254291,254291,RS,Yes,No,Yes,No,0,No,2,1300,418910919,3900,242300
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1780,3,2.5,839,0,839,1,496,0,203666,203666,203666,203666,RS,Yes,No,Yes,No,0,No,2,873,418910920,2619,274100
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2321,4,2.5,1589,0,1589,1,460,0,257465,257465,257465,257465,RS,Yes,No,Yes,No,0,No,2,975,418910928,3900,261200
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1749,3,2.5,924,0,924,1,496,0,206034,206034,206034,206034,RS,Yes,No,Yes,No,0,No,2,891.3333333333334,418910929,2674,199500
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1793,3,2.5,873,0,873,1,403,0,205945,205945,205945,205945,RS,Yes,No,Yes,No,0,No,2,843,418910930,2529,230500
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2024,3,2.5,877,0,877,1,483,0,221431,221431,221431,221431,RS,Yes,No,Yes,No,0,No,2,993.3333333333334,418910932,2980,225300
RS,11,111,111,117,1054,Average,Average,3,0,2 Story,0,Frame Stucco,1752,3,2.5,924,0,924,1,500,0,206930,209020,206930,209020,RS,Yes,No,Yes,No,0,No,3,891.3333333333334,418910934,2674,191800
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2132,3,2.5,909,0,909,1,483,0,229720,232040,229720,232040,RS,Yes,No,Yes,No,0,No,3,996.3333333333334,418910936,2989,217700
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Siding,1857,3,2.5,1349,0,1349,1,460,0,220470,222697,220470,222697,RS,Yes,No,Yes,No,0,No,3,1078,418910937,3234,218200
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2079,3,2.5,914,0,914,1,462,0,227849,227849,227849,227849,RS,Yes,No,Yes,No,0,No,2,963.3333333333334,418910941,2890,223900
RS,10,111,111,113,1029,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,1816,3,3,1916,332,1584,1,744,0,257582,260184,257582,260184,RS,Yes,No,Yes,No,0.1732776617954071,No,3,1249.3333333333333,418920035,3748,325750
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,2928,4,3,1547,0,1547,1,750,0,356876,356876,356876,356876,RS,Yes,No,Yes,No,0,No,2,1137,418930301,4548,473100
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,2850,4,3,1377,0,1377,1,657,0,342802,342802,342802,342802,RS,Yes,No,Yes,No,0,No,2,812.25,418930303,3249,233000
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2695,3,4.5,1763,1550,213,1,656,0,343766,343766,343766,343766,RS,Yes,No,Yes,No,0.8791832104367555,No,2,1461.3333333333333,418930304,4384,455000
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,3140,4,3,1475,0,1475,1,916,0,373599,373599,373599,373599,RS,Yes,No,Yes,No,0,No,2,1132.75,418930305,4531,453700
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2535,3,3,2535,0,2535,1,634,0,313873,313873,313873,313873,RS,Yes,No,Yes,No,0,No,2,1666.6666666666667,418930308,5000,458000
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,2863,4,3,1519,0,1519,1,676,0,347330,347330,347330,347330,RS,Yes,No,Yes,No,0,No,2,1137,418930309,4548,433873
RS,11,111,111,117,1054,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2518,3,3.5,2518,1885,633,1,628,0,432100,432100,432100,432100,RS,Yes,No,Yes,No,0.7486100079428117,No,2,1666.6666666666667,418930310,5000,461000
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,2911,4,4,1378,855,523,1,657,0,419873,419873,419873,419873,RS,Yes,No,Yes,No,0.6204644412191582,No,2,1009.5,418930313,4038,417200
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,2899,4,3,1731,0,1731,1,660,0,352167,352167,352167,352167,RS,Yes,No,Yes,No,0,No,2,1192.75,418930314,4771,408600
RS,11,111,111,117,1054,Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2176,3,2.5,2176,0,2176,1,456,0,268421,271132,268421,271132,RS,Yes,No,Yes,No,0,No,3,1433.3333333333333,418930315,4300,321400
RS,11,111,111,117,1054,Above Average,Average,2,0,Ranch 1 Story,0,Frame Stucco,2486,3,3,2486,0,2486,1,640,0,353324,356893,353324,356893,RS,Yes,No,Yes,No,0,No,3,1667,418930316,5001,361678
RS,11,111,111,117,1054,Above Average,Average,2,0,2 Story,0,Frame Stucco,3001,4,3.5,1762,0,1762,1,660,0,365293,365293,365293,365293,RS,Yes,No,Yes,No,0,No,2,1182,418930317,4728,388692
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2888,4,5.5,1751,1576,175,1,681,0,363500,363500,363500,363500,RS,Yes,No,Yes,No,0.9000571102227298,No,2,1192.75,418930318,4771,459232
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,3069,4,2.5,1561,0,1561,1,816,0,358846,362471,358846,362471,RS,Yes,No,Yes,No,0,No,3,1170.75,418940216,4683,402806
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2939,3,2.5,1990,0,1990,1,840,0,361112,364760,361112,364760,RS,Yes,No,Yes,No,0,No,3,1480.3333333333333,418940217,4441,390003
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,2969,4,3,1781,0,1781,1,818,0,403142,407214,403142,407214,RS,Yes,No,Yes,No,0,No,3,1195.75,418940218,4783,445923
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2194,4,2.5,1028,0,1028,1,748,0,283101,283101,283101,283101,RS,Yes,No,Yes,No,0,No,2,776.25,418940219,3105,336100
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2434,4,2.5,1189,0,1189,1,584,0,298009,301019,298009,301019,RS,Yes,No,Yes,No,0,No,3,909.25,418940220,3637,438900
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2434,4,2.5,1189,0,1189,1,584,0,298009,301019,298009,301019,RS,Yes,No,Yes,No,0,No,3,909.25,418940220,3637,294255
RS,19,111,111,905,1652,Above Average,Average,2,0,2 Story,0,Frame Siding,3085,4,3,1675,0,1675,1,0,0,400848,400848,400848,400848,RS,No,No,Yes,No,0,No,2,1170.75,418940221,4683,482471
RS,19,111,111,905,1652,Above Average,Average,1,0,2 Story,0,Frame Siding,2218,4,3,1099,0,1099,1,893,0,324082,327356,324082,327356,RS,Yes,No,Yes,No,0,No,3,823.5,418950244,3294,354000
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1995,3,2.5,1255,0,1255,1,406,0,222542,224790,222542,224790,RS,Yes,No,Yes,No,0,No,3,1086.3333333333333,418970301,3259,319400
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2000,4,2.25,770,0,770,1,440,0,213899,216060,213899,216060,RS,Yes,No,Yes,No,0,No,3,685,418970304,2740,256700
RS,11,111,111,117,1054,Average,Average,4,0,2 Story,0,Frame Stucco,2018,3,2.25,1255,0,1255,1,406,0,222933,222933,222933,222933,RS,Yes,No,Yes,No,0,No,2,1086.3333333333333,418970305,3259,273200
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1925,3,2.5,847,0,847,1,504,0,214480,214480,214480,214480,RS,Yes,No,Yes,No,0,No,2,923.3333333333334,418970306,2770,252066
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,2133,3,2.25,1235,0,1235,1,426,0,232404,232404,232404,232404,RS,Yes,No,Yes,No,0,No,2,1086.3333333333333,418970307,3259,271300
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1916,3,2.5,838,0,838,1,468,0,212882,212882,212882,212882,RS,Yes,No,Yes,No,0,No,2,909.6666666666666,418970308,2729,250800
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1942,3,2.5,767,0,767,1,462,0,214047,214047,214047,214047,RS,Yes,No,Yes,No,0,No,2,915.3333333333334,418970310,2746,266700
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,2095,3,3.25,1235,1101,134,1,468,0,268544,268544,268544,268544,RS,Yes,No,Yes,No,0.891497975708502,No,2,1086.3333333333333,418970312,3259,330538
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1678,3,3.25,706,601,105,1,438,0,214223,216387,214223,216387,RS,Yes,No,Yes,No,0.8512747875354107,No,3,769.3333333333334,418970314,2308,229337
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1810,3,2.25,718,0,718,1,440,0,201192,201192,201192,201192,RS,Yes,No,Yes,No,0,No,2,813.3333333333334,418970315,2440,242535
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1934,3,2.5,720,0,720,1,450,0,211578,211578,211578,211578,RS,Yes,No,Yes,No,0,No,2,854,418970316,2562,237500
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1853,3,2.5,834,0,834,1,440,0,207499,207499,207499,207499,RS,Yes,No,Yes,No,0,No,2,852.3333333333334,418970319,2557,216107
RS,11,111,111,117,1054,Average,Average,2,0,2 Story,0,Frame Stucco,1803,3,4,714,684,30,1,440,0,231589,231589,231589,231589,RS,Yes,No,Yes,No,0.957983193277311,No,2,813.3333333333334,418970324,2440,244795
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1678,3,2.25,706,0,706,1,438,0,191860,191860,191860,191860,RS,Yes,No,Yes,No,0,No,2,769.3333333333334,418970329,2308,209700
RS,11,111,111,117,1054,Average,Average,1,0,2 Story,0,Frame Stucco,1804,3,2.25,704,0,704,1,440,0,200441,200441,200441,200441,RS,Yes,No,Yes,No,0,No,2,813.3333333333334,418970330,2440,233158
RS,11,111,111,117,1054,Average,Average,4,0,2 Story,0,Frame Stucco,1750,3,2.25,688,0,688,1,462,0,194857,196825,194857,196825,RS,Yes,No,Yes,No,0,No,3,813.3333333333334,418970331,2440,228192
